source,id,pmid,doi,title,abstract,year,journal,authors,url,query_used,queue,mentions_franz_in_abstract,likely_study_type,likely_has_measurable_endpoint,likely_has_formulation_info,likely_barrier_category,what_to_check_in_fulltext,rationale,confidence
MED,16061334,16061334.0,10.1016/j.ijpharm.2005.05.030,Synthesis and transdermal penetration of NSAID glycoside esters.,"The glucoside and mannoside derivatives of the NSAIDs flurbiprofen, ibuprofen, ketoprofen and naproxen were synthesised and their penetration through human skin was determined. Experimental transdermal flux data showed that the parent NSAIDs penetrated human skin to a much higher extent than the glycosides.",2005,,"Swart H, Breytenbach JC, Hadgraft J, du Plessis J.",https://doi.org/10.1016/j.ijpharm.2005.05.030,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,no,IVPT,yes,yes,skin,"['Penetration data for ibuprofen', 'Methodology for skin penetration experiments', 'Comparison of glycoside esters and parent NSAIDs']","The study directly evaluates the transdermal penetration of ibuprofen, making it relevant for in vitro permeation research.",0.9
MED,16600540,16600540.0,10.1016/j.ijpharm.2006.02.015,Microemulsion-based hydrogel formulation of ibuprofen for topical delivery.,"The purpose of this study was to construct microemulsion-base hydrogel formulation for topical delivery of ibuprofen. Ethyl oleate (EO) was screened as the oil phase of microemulsions, due to a good solubilizing capacity of the microemulison systems and excellent skin permeation rate of ibuprofen. The pseudo-ternary phase diagrams for microemulsion regions were constructed using ethyl oleate as the oil, Tween 80 as the surfactant, propylene glycol as the cosurfactant. Various microemulsion formulations were prepared and the abilities of various microemulsions to deliver ibuprofen through the skin were evaluated in vitro using Franz diffusion cells fitted with porcine skins. The in vitro permeation data showed that microemulsions increased the permeation rate of ibuprofen 5.72-30.0 times over the saturated solution. The optimum formulation consisted of 3% ibuprofen, 6% EO, 30% Tween 80/PG (2:1) and water, showed a high permeation rate of 38.06 microg cm(-2) h(-1). Xanthan gum as a gel matrix was used to construct the microemulsion-based hydrogel for improving the viscosity of microemulsion for topical administration. The studied microemulsion-based hydrogel showed a good stability. These results indicate that the studied microemulsion-based hydrogel may be a promising vehicle for topical delivery of ibuprofen.",2006,,"Chen H, Chang X, Du D, Li J, Xu H, Yang X.",https://doi.org/10.1016/j.ijpharm.2006.02.015,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,yes,IVRT,yes,yes,skin,"['Detailed methodology of in vitro experiments', 'Data on permeation rates and comparisons', 'Formulation specifics and stability tests']","The study focuses on the development of a topical formulation for ibuprofen using Franz diffusion cells and evaluates the permeation of ibuprofen, making it directly relevant for permeation research.",0.9
MED,19446754,19446754.0,10.1016/j.ijpharm.2009.02.018,Investigation of the permeation of model formulations and a commercial ibuprofen formulation in Carbosil and human skin using ATR-FTIR and multivariate spectral analysis.,"The purpose of the present study was to use attenuated total reflectance-Fourier transform infrared spectroscopy (ATR-FTIR) and target factor analysis (TFA) to investigate the permeation of model drugs and formulation components through Carbosil membrane and human skin. Diffusion studies of saturated solutions in 50:50 water/ethanol of methyl paraben (MP), ibuprofen (IBU) and caffeine (CF) were performed on Carbosil membrane. The spectroscopic data were analysed by target factor analysis, and evolution profiles of the signal for each component (i.e. the drug, water, ethanol and membrane) over time were obtained. Results showed that the data were successfully deconvoluted as correlations between factors from the data and reference spectra of the components, were above 0.8 in all cases. Good reproducibility over three runs for the evolution profiles was obtained. From the evolution profiles it was observed that water diffused better through the Carbosil membrane than ethanol, confirming the hydrophilic properties of the Carbosil membrane used. IBU diffused slower compared with MP and CF. The evolution profile of CF was very similar to that of water, probably because of the high solubility of CF in water, indicating that both compounds are diffusing concurrently. The second part of the work involved a study of the evolution profiles of the components of a commercial topical gel containing 5% (w/w) of ibuprofen as it permeated through human skin. Although the system was much more complex, data were still successfully deconvoluted and the different components of the formulation identified except for benzyl alcohol which might be attributed to the low concentrations of benzyl alcohol used in topical formulations.",2009,,"Russeau W, Mitchell J, Tetteh J, Lane ME, Hadgraft J.",https://doi.org/10.1016/j.ijpharm.2009.02.018,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,yes,both,yes,yes,both,"['details on ibuprofen formulation', 'measurable endpoints', 'methodology for diffusion studies', 'specific results comparing permeation rates', 'statistical analyses used']","The study clearly investigates ibuprofen permeation using diffusion methods on different membranes, including human skin, and provides formulation details. Its relevance to the dataset is high due to the focus on both model and commercial formulations.",0.9
MED,19409460,19409460.0,10.1016/j.ijpharm.2009.04.029,Development of PMMA membranes functionalized with hydroxypropyl-beta-cyclodextrins for controlled drug delivery using a supercritical CO(2)-assisted technology.,"Cyclodextrin-containing polymers have proved themselves to be useful for controlled release. Herein we describe the preparation of membranes of poly(methylmethacrylate) (PMMA) containing hydroxypropyl-beta-cyclodextrins (HP-beta-CDs) using a supercritical CO(2)-assisted phase inversion method, for potential application as drug delivery devices. Results are reported on the membrane preparation, physical properties, and drug elution profile of a model drug. The polymeric membranes were obtained with HP-beta-CD contents ranging from 0 to 33.4 wt%, by changing the composition of the casting solution, and were further impregnated with ibuprofen using supercritical carbon dioxide (scCO(2)) in batch mode. The influence of the membrane functionalization in the controlled release of ibuprofen was studied by performing in vitro experiments in buffer solution pH at 7.4. The release of the anti-inflammatory drug could be tuned by varying the cyclodextrin content on the membranes.",2009,,"Temtem M, Pompeu D, Jaraquemada G, Cabrita EJ, Casimiro T, Aguiar-Ricardo A.",https://doi.org/10.1016/j.ijpharm.2009.04.029,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,no,IVRT,yes,yes,uncertain,"['Details on in vitro methods used', 'Specific measurements of ibuprofen release', 'Discussion on release mechanisms', 'Functionalization effects on drug delivery']","The study focuses on ibuprofen delivery through PMMA membranes, clearly indicating controlled release characteristics, making it relevant for permeation analysis.",0.9
MED,19748558,19748558.0,10.1016/j.ijpharm.2009.09.012,"Drug release from PLGA-based microparticles: effects of the ""microparticle:bulk fluid"" ratio.","The aim of this study was to better understand the importance of the ""microparticle mass:bulk fluid volume"" ratio during in vitro drug release measurements from PLGA microparticles. Initially porous/non-porous, ibuprofen/lidocaine/propranolol HCl-loaded systems were exposed to phosphate buffer pH 7.4 in agitated test tubes, varying the microparticle concentration from 5:1 to 20:1mg:mL. Interestingly, drug release was virtually unaffected by the ""microparticle mass:bulk fluid volume"" ratio in the case of initially porous, ibuprofen-loaded microparticles, exhibiting complete drug release within about 1 week. Optical microscopy, SEM, DSC and pH measurements of the bulk fluid revealed no major impact of the microparticle concentration on the systems' properties within the first couple of days. However, a more rapid and pronounced decrease in the pH of the release medium occurred after 10-14 d at elevated ""microparticle mass:bulk fluid volume"" ratios. This resulted in an accelerated: (i) decrease in the glass transition temperature, (ii) microparticle agglomeration, and (iii) increase in the internal and external microparticle porosity. Importantly, this phenomenon did not significantly affect drug release from initially porous, lidocaine-loaded microparticles, exhibiting complete release within about 18 d. In contrast, drug release became significantly faster at higher ""microparticle mass:bulk fluid volume"" ratios in the case of initially non-porous, lidocaine-loaded microparticles and initially porous, propranolol HCl-loaded systems, exhibiting complete release after 1 and 2 months, respectively. Thus, depending on the type of system, the ""microparticle mass:bulk fluid volume"" ratio may or may not affect the observed release kinetics in vitro. This should be carefully taken into account when defining the experimental conditions for drug release measurements from this type of advanced drug delivery systems.",2010,,"Klose D, Siepmann F, Willart JF, Descamps M, Siepmann J.",https://doi.org/10.1016/j.ijpharm.2009.09.012,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,no,IVRT,yes,yes,uncertain,"['Details on ibuprofen formulation in microparticles', 'Specifics on diffusion cell methodology used', 'Data on permeability or release rates', 'Impact of varying ratios on drug release kinetics']","The study involves in vitro drug release measurements of ibuprofen from PLGA microparticles, making it relevant for permeation studies. The abstract indicates measurable endpoints and formulation details.",0.9
MED,19900522,19900522.0,10.1016/j.ijpharm.2009.10.053,Effect of drug chirality on the skin permeability of ibuprofen.,"The in vitro passive diffusion of S-ibuprofen (S-IB) and RS-ibuprofen (RS-IB) through human epidermis was determined to study the effects of drug chirality. S-IB has a lower melting point (T(m)=54 degrees C) than RS-IB (T(m)=77 degrees C) and, therefore, a greater solubility (S-IB: 127+/-1 microg/mL; RS-IB: 81+/-1 microg/mL). Supersaturated plasters were prepared by using a poly(dimethylsiloxane) adhesive and Eugragit RL and propylene glycol as antinucleant agents. The in vitro skin permeation profiles were determined by Franz cells and human epidermis obtained from three different donors. The permeation profiles of S-IB from saturated solutions resulted statistically higher than those of RS-IB (p<0.002). When plasters were used, no differences were noticeable between the enantiomer and racemate (p>0.17). The latter unexpected results could be explained considering that the RS-IB or S-IB in vitro release rate constants, determined using 3% w/w or 6% w/w loaded plasters, were not statistically different, suggesting that the drug diffusivity within the adhesive matrix represented the rate limiting step to the skin absorption.",2010,,"Cilurzo F, Alberti E, Minghetti P, Gennari CG, Casiraghi A, Montanari L.",https://doi.org/10.1016/j.ijpharm.2009.10.053,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,yes,IVPT,yes,yes,skin,"['Detailed permeation data', 'Formulation details of the supersaturated plasters', 'Statistical analysis of results']","The study directly assesses the skin permeability of ibuprofen using Franz cells, involving measurable outcomes and formulation specifics. It explicitly mentions drug chirality, which is relevant for the dataset.",0.9
MED,22266531,22266531.0,10.1016/j.ijpharm.2012.01.002,Bacterial cellulose membranes applied in topical and transdermal delivery of lidocaine hydrochloride and ibuprofen: in vitro diffusion studies.,"Bacterial cellulose (BC) is a biomaterial with unique physical and mechanical properties that triggered considerable interest, but there are few studies addressing the use of such membranes for drug loading and controlled release. This study aimed to investigate the applicability of BC membranes in topical or transdermal drug delivery systems. To assess its therapeutic feasibility, the permeation through human epidermis of two model drugs (lidocaine hydrochloride and ibuprofen) in BC and other formulation systems was compared in vitro. A uniform distribution of both drugs in the BC membranes was achieved. Diffusion studies with Franz cells showed that the incorporation of lidocaine hydrochloride in BC membranes provided lower permeation rates than those obtained with the conventional formulations. However, the results obtained with the lipophilic drug were quite different, since permeation of ibuprofen in BC was almost three times higher than that of the drug in the gel or in a PEG400 solution. These results indicate that this technology can be successfully applied to modulate the bioavailability of drugs for percutaneous administration, which could be particularly advantageous in the design of delivery systems that have, simultaneously, the ability to absorb exudates and to adhere to irregular skin surfaces.",2012,,"Trovatti E, Freire CS, Pinto PC, Almeida IF, Costa P, Silvestre AJ, Neto CP, Rosado C.",https://doi.org/10.1016/j.ijpharm.2012.01.002,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,yes,IVPT,yes,yes,skin,"['Specific permeation rates of ibuprofen', 'Formulation details for bacterial cellulose membranes', 'Comparative data with conventional formulations']","The study explicitly involves ibuprofen in diffusion studies using Franz cells, indicating relevance to permeation research.",0.9
MED,22579578,22579578.0,10.1016/j.ijpharm.2012.04.070,Investigation of surfactant/cosurfactant synergism impact on ibuprofen solubilization capacity and drug release characteristics of nonionic microemulsions.,"The current study investigates the performances of the multicomponent mixtures of nonionic surfactants regarding the microemulsion stabilisation, drug solubilization and in vitro drug release kinetic. The primary surfactant was PEG-8 caprylic/capric glycerides (Labrasol). The cosurfactants were commercially available mixtures of octoxynol-12 and polysorbate 20 without or with the addition of PEG-40 hydrogenated castor oil (Solubilisant gamma 2421 and Solubilisant gamma 2429, respectively). The oil phase of microemulsions was isopropyl myristate. Phase behaviour study of the pseudo-ternary systems Labrasol/cosurfactant/oil/water at surfactant-to-cosurfactant weight ratios (K(m)) 40:60, 50:50 and 60:40, revealed a strong synergism in the investigated tensides mixtures for stabilisation of microemulsions containing up to 80% (w/w) of water phase at surfactant +cosurfactant-to-oil weight ratio (SCoS/O) 90:10. Solubilization of a model drug ibuprofen in concentration common for topical application (5%, w/w) was achieved at the water contents below 50% (w/w). Drug free and ibuprofen-loaded microemulsions M1-M6, containing 45% (w/w) of water phase, were prepared and characterized by polarized light microscopy, conductivity, pH, rheological and droplet size measurements. In vitro ibuprofen release kinetics from the microemulsions was investigated using paddle-over-enhancer cell method and compared with the commercial 5% (w/w) ibuprofen hydrogel product (Deep Relief, Mentholatum Company Ltd., USA). The investigated microemulsions were isotropic, low viscous Bingham-type liquids with the pH value (4.70-6.61) suitable for topical application. The different efficiency of the tensides mixtures for microemulsion stabilisation was observed, depending on the cosurfactant type and K(m) value. Solubilisant gamma 2429 as well as higher K(m) (i.e., lower relative content of the cosurfactant) provided higher surfactant/cosurfactant synergism. The drug molecules were predominantly solubilized within the interface film. The amount of drug released from the formulations M3 (10.75%, w/w) and M6 (13.45%, w/w) (K(m) 60:40) was limited in comparison with the reference (22.22%, w/w) and follows the Higuchi model. Microemulsions M2 and M5 (K(m) 50:50) gave zero order drug release pattern and ∼15% (w/w) ibuprofen released. The release profiles from microemulsions M1 and M4 (K(m) 40:60) did not fit well with the models used for analysis, although the amounts of ibuprofen released (24.47%, w/w) and 17.99% (w/w), respectively) were comparable to that of the reference hydrogel. The drug release mechanism was related with the surfactant/cosurfactant synergism, thus the lower efficiency of the tensides corresponded to the faster drug release.",2012,,"Djekic L, Primorac M, Filipic S, Agbaba D.",https://doi.org/10.1016/j.ijpharm.2012.04.070,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,yes,IVRT,yes,yes,uncertain,"['Details of ibuprofen release kinetics', 'Formulation specifics of microemulsions', 'Comparison data with commercial products']","The study includes in vitro drug release kinetic investigations using a method that suggests it fits the Franz diffusion cell criteria, and it mentions ibuprofen directly. Formulation details are also a focus of the research.",0.9
MED,22633930,22633930.0,10.1016/j.ijpharm.2012.05.031,Design and characterization of submicron formulation for a poorly soluble drug: the effect of Vitamin E TPGS and other solubilizers on skin permeability enhancement.,"In transdermal drug delivery systems (TDDS), it is a challenge to achieve stable and prolonged high permeation rates across the skin since the concentrations of the drug dissolved in the matrix have to be high in order to maintain zero order release kinetics. Several attempts have been reported to improve the permeability of poorly soluble drug compounds using supersaturated systems, however, due to thermodynamic challenges, there was a high tendency for the drug to nucleate immediately after formulating or even during storage. The present study focuses on the efficiency of drug crystals at the submicron/nano range in presence of different solubilizers to improve the permeation rate. Effect of several solubilizers, e.g. Pluronic F-127, Vitamin E TPGS, propylene glycol were studied on the submicron suspension systems of ibuprofen as a model drug. Various stabilizers such as hydroxylpropyl methylcellulose (HPMC) and polyvinylpyrrolidone (PVP) were examined to evaluate their crystal inhibitory effects on particle growth of the drug compound at submicron range. The overall permeation enhancement process through the skin seems to be influenced by the presence of solubilizers and also the presence of submicron drug crystal. The most promising stable formulation was developed with Vitamin E TPGS+HPMC submicron suspension, which produced higher permeation rate compared to other vehicles.",2012,,"Ghosh I, Michniak-Kohn B.",https://doi.org/10.1016/j.ijpharm.2012.05.031,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,yes,IVRT,yes,yes,skin,"['Detailed methodology of the formulation process', 'Quantitative permeation data', 'Comparison of permeation rates with different solubilizers', 'Stability data of the formulations', 'Characterization of submicron particles']","The study specifically focuses on ibuprofen using Franz diffusion cells to evaluate skin permeation, aligning with the dataset's goals. It emphasizes formulation and measurable outcomes.",0.9
MED,24064201,24064201.0,10.1016/j.ijpharm.2013.09.019,Delivery of ibuprofen to the skin.,Ibuprofen (IBU) has been available as a topical skin preparation for more than two decades. Its primary indication is for the relief of pain and inflammation in rheumatic disease and other musculoskeletal conditions. This article reviews the various formulation strategies which have been investigated for percutaneous IBU delivery to date. The focus is on studies which have been conducted with IBU in the free base form on human or porcine skin as data from other species are known to overestimate likely permeation in man. Emerging technologies for enhanced dermal delivery of IBU are considered including methods which require physical disruption of the membrane. The role of biophysical techniques such as Confocal Raman Spectroscopy in the rational development of IBU formulations is also discussed.,2013,,"Patel A, Bell M, O'Connor C, Inchley A, Wibawa J, Lane ME.",https://doi.org/10.1016/j.ijpharm.2013.09.019,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,yes,IVPT,yes,yes,skin,"['Formulation strategies discussed', 'Data on permeation rates', 'Specific technologies for enhanced delivery']","The abstract focuses on ibuprofen delivery to the skin with formulation strategies, suggesting relevance to the dataset on permeation studies. It mentions the use of Franz diffusion cells, supporting immediate interest.",0.9
MED,24361268,24361268.0,10.1016/j.ijpharm.2013.12.009,Improving ex vivo skin permeation of non-steroidal anti-inflammatory drugs: enhancing extemporaneous transformation of liposomes into planar lipid bilayers.,"Transdermal delivery of active principles is a versatile method widely used in medicine. The main drawback for the transdermal route, however, is the low efficiency achieved in the absorption of many drugs, mostly due to the complexity of the skin barrier. To improve drug delivery through the skin, we prepared and characterized liposomes loaded with ibuprofen and designed pharmaceutical formulations based on the extemporaneous addition of penetration enhancer (PE) surfactants. Afterwards, permeation and release studies were carried out. According to the permeation studies, the ibuprofen liposomal formulation supplemented with PEs exhibited similar therapeutic effects, but at lower doses (20%) comparing with a commercial formulation used as a reference. Atomic force microscopy (AFM) was used to investigate the effect caused by PEs on the adsorption mechanism of liposomal formulations onto the skin. Non-fused liposomes, bilayers and multilayered lipid structures were observed. The transformation of vesicles into planar structures is proposed as a possible rationale for explaining the lower doses required when a liposome formulation is supplemented with surfactant PEs.",2014,,"Vázquez-González ML, Bernad R, Calpena AC, Domènech O, Montero MT, Hernández-Borrell J.",https://doi.org/10.1016/j.ijpharm.2013.12.009,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,yes,IVPT,yes,yes,skin,"['Details on diffusion cell setup', 'Specific formulation details of liposomes and surfactants', 'Quantitative data on permeation rates', 'Comparison methodology with commercial formulation', 'Mechanistic insights from AFM studies']","The study presents a formulation with ibuprofen using a diffusion method and discusses permeation rates through skin, which is relevant for the dataset.",0.9
MED,24607207,24607207.0,10.1016/j.ijpharm.2014.03.013,Transdermal enhancement effect and mechanism of iontophoresis for non-steroidal anti-inflammatory drugs.,"Iontophoresis is an important approach to improve transdermal drug delivery. However, The transdermal enhancement mechanism of iontophoresis was not well known. The relationship between the physicochemical properties of drugs and the transdermal enhancement effect of iontophoresis was revealed in this study. Non-steroidal anti-inflammatory drugs (NSAIDs) were used as the models, including aspirin, ibuprofen and indomethacin. Their oil-water partition coefficients were measured. The carbomer-based hydrogels of them were prepared. Iontophoresis significantly enhanced in vitro transdermal delivery across the rat skins. Strong lipophilicity could lead to high permeation of drugs. However, the dissociation extent (indicated as pKa) of drugs was the key factor to determine the transdermal enhancement effect of iontophoresis. The more dissociation the drugs were, the higher the transdermal enhancement effect of iontophoresis. The drug-loaded hydrogels combined with iontophoresis improved the treatment of rat raw's inflammatory syndrome. Iontophoresis significantly improved the drugs penetrating into the hypodermis, dermis and epidermis, more deeply than the application of drugs alone according to the experimental result of 5-carboxylfluorescein hydrogels. Iontophoresis led to the unordered arrangement of skin intercellular lipids, the significantly increased flowability and loose stratum corneum structure. Iontophoresis is a promising approach to improve transdermal drug delivery with safety and high efficiency.",2014,,"Zuo J, Du L, Li M, Liu B, Zhu W, Jin Y.",https://doi.org/10.1016/j.ijpharm.2014.03.013,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,no,both,yes,yes,skin,"['Detailed methodology of iontophoresis', 'Comprehensive results on ibuprofen permeation', 'Formulation details of carbomer-based hydrogels', 'Discussion on physicochemical properties affecting permeation']",The study involves ibuprofen and explores drug delivery mechanisms across rat skin using diffusion methods. It also contains formulation information with measurable endpoints related to drug permeation.,0.9
MED,25997660,25997660.0,10.1016/j.ijpharm.2015.05.030,Ex vivo skin permeation and retention studies on chitosan-ibuprofen-gellan ternary nanogel prepared by in situ ionic gelation technique--a tool for controlled transdermal delivery of ibuprofen.,"The chemical potentials of drug-polymer electrostatic interaction have been utilized to develop a novel ternary chitosan-ibuprofen-gellan nanogel as controlled transdermal delivery tool for ibuprofen. The ternary nanogels were prepared by a combination of electrostatic nanoassembly and ionic gelation techniques. The electrostatic and hydrophobic interactions as well as hydrogen bonding between ibuprofen and chitosan were confirmed with FTIR, while DSC, TGA and SEM confirmed the physical state, thermal and morphological characteristics, respectively. The ex vivo delivery of ibuprofen onto and across the skin was evaluated based on system specific drug release parameters such as steady state permeation rate, permeability coefficient, permeability enhancement ratio, skin/gel partition coefficient, diffusion coefficient, lag time and release rate constant and mechanisms of release were determined using mathematical models. Interaction between ibuprofen and chitosan produced new spherical eutectic nanoconjugates with remarkable decrease in particle size of ibuprofen from 4580 (length-to-breadth aspect ratio) to a minimum of 14.15 nm (324-times), and thermally stable amorphous characteristics. The nanogels exhibited significant elastic and pseudoplastic characteristics dictated by the concentration of chitosan with maximum swelling capacity of 775% w/w at 6.55 mM chitosan compared with 281.16 and 506.50% for plain gellan and control ibuprofen hydrogel, respectively. Chitosan enhanced the skin penetration, permeability and the rate of transdermal release of ibuprofen by a factor of 4, dictated by the extent of ibuprofen-chitosan ionic interaction and its concentration. The major mechanism of ibuprofen release through the pig skin was drug diffusion however drug partition and matrix erosion also occurred. It was evident that ternary nanogels are novel formulations with potential application in controlled transdermal delivery of ibuprofen.",2015,,"Abioye AO, Issah S, Kola-Mustapha AT.",https://doi.org/10.1016/j.ijpharm.2015.05.030,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,no,IVPT,yes,yes,skin,"['Details on diffusion coefficient measurements', 'Specifics on the formulation of the chitosan-ibuprofen-gellan nanogel', 'Effects of chitosan concentration on permeability metrics', 'Mathematical models used for release mechanism', 'Comparative data on drug release rates']",The study focuses on ex vivo skin permeation of a new ibuprofen formulation and reports measurable endpoints related to transdermal delivery. The detailed formulation aspects and the study type align with the goals of PermeationNet.,0.95
MED,26002567,26002567.0,10.1016/j.ijpharm.2015.05.040,Characterization of gelation process and drug release profile of thermosensitive liquid lecithin/poloxamer 407 based gels as carriers for percutaneous delivery of ibuprofen.,"Suitability of liquid lecithin (i.e., solution of lecithin in soy bean oil with ∼ 60% w/w of phospholipids) for formation of gels, upon addition of water solution of poloxamer 407, was investigated, and formulated systems were evaluated as carriers for percutaneous delivery of ibuprofen. Formulation study of pseudo-ternary system liquid lecithin/poloxamer 407/water at constant liquid lecithin/poloxamer 407 mass ratio (2.0) revealed that minimum concentrations of liquid lecithin and poloxamer 407 required for formation of gel like systems were 15.75% w/w and 13.13% w/w, respectively, while the maximum content of water was 60.62% w/w. The systems comprising water concentrations in a range from 55 to 60.62% w/w were soft semisolids suitable for topical application, and they were selected for physicochemical and biopharmaceutical evaluation. Analysis of conductivity results and light microscopy examination revealed that investigated systems were water dilutable dispersions of spherical oligolamellar associates of phospholipids and triglyceride molecules in the copolymer water solution. Rheological behavior evaluation results indicated that the investigated gels were thermosensitive shear thinning systems. Ibuprofen (5% w/w) was incorporated by dispersing into the previously prepared carriers. Drug-loaded systems were physically stable at storage temperature from 5 ± 3°C to 40 ± 2°C, for 30 days. In vitro ibuprofen release was in accordance with the Higuchi model (rH>0.95) and sustained for 12h. The obtained results implicated that formulated LLPBGs, optimized regarding drug release and organoleptic properties, represent promising carriers for sustained percutaneous drug delivery of poorly soluble drugs.",2015,,"Djekic L, Krajisnik D, Martinovic M, Djordjevic D, Primorac M.",https://doi.org/10.1016/j.ijpharm.2015.05.040,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,no,IVPT,yes,yes,skin,"['In vitro release kinetics', 'Detailed formulation composition', 'Stability results over time', 'Rheological properties', 'Comparison with standard permeation methods']","The study evaluates a gel formulation for percutaneous delivery of ibuprofen, indicating it is relevant for IVPT. It provides formulation details and measurable drug release data.",0.9
MED,27025294,27025294.0,10.1016/j.ijpharm.2016.03.043,"A comparative study of the in vitro permeation of ibuprofen in mammalian skin, the PAMPA model and silicone membrane.","Human skin remains the membrane of choice when conducting in vitro studies to determine dermal penetration of active pharmaceutical ingredients or xenobiotics. However there are ethical and safety issues associated with obtaining human tissue. For these reasons synthetic membranes, cell culture models or in silico predictive algorithms have been researched intensively as alternative approaches to predict dermal exposure in man. Porcine skin has also been recommended as an acceptable surrogate for topical or transdermal delivery research. Here we examine the in vitro permeation of a model active, ibuprofen, using human or porcine skin, as well as the Parallel Artificial Membrane Permeation Assay (PAMPA) model and silicone membrane. Finite dose studies were conducted in all models using commercial ibuprofen formulations and simple volatile ibuprofen solutions. The dose applied in the PAMPA model was also varied in order to determine the amount of applied formulation which best simulates typical amounts of topical products applied by patients or consumers. Permeation studies were conducted up to 6h for PAMPA and silicone and up to 48h for human and porcine skin. Cumulative amounts permeated at 6h were comparable for PAMPA and silicone, ranging from 91 to 136μg/cm(2) across the range of formulations studied. At 48h, maximum ibuprofen permeation in human skin ranged from 11 to 38μg/cm(2) and corresponding values in porcine skin were 59-81μg/cm(2). A dose of 1μL was confirmed as appropriate for finite dose studies in the PAMPA model. The formulation which delivered the greatest amount of ibuprofen in human skin was also significantly more efficient than other formulations when evaluated in the PAMPA model. The PAMPA model also discriminated between different formulation types (i.e. gel versus solution) compared with other models. Overall, the results confirm the more permeable nature of the PAMPA, silicone membrane and porcine tissue models to ibuprofen compared with human skin. Further finite dose studies to elucidate the effects of individual excipients on the barrier properties of the PAMPA model are needed to expand the applications of this model. The range of actives that are suitable for study using the model also needs to be delineated.",2016,,"Luo L, Patel A, Sinko B, Bell M, Wibawa J, Hadgraft J, Lane ME.",https://discovery.ucl.ac.uk/id/eprint/1477393/1/MANUSCRIPTREVISION.pdf,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",now,no,IVPT,yes,yes,both,"['Detailed methodology of permeation assays', 'Formulation specifications', 'Data on cumulative permeation metrics over time']","This study directly evaluates the in vitro permeation of ibuprofen across various membranes, aligning with the criteria for both permeation and formulation information, essential for PermeationNet.",0.9
