franz_confirmed,ibuprofen_5pct_w_w,api_conc_raw,endpoint_value,endpoint_unit,endpoint_time_value,endpoint_time_unit,endpoint_kind,diffusion_area_cm2,evidence,needs_supp,notes,confidence,doi,title,record_idx,pdf_path,endpoint_time_h,endpoint_value_ug_cm2,pass_v1
yes,yes,10 wt%,85.73,μg cm−2,24.0,h,amount_per_area,,"[{'field': 'Ibuprofen concentration', 'locator': 'PAGE 1', 'snippet': 'adopter solution (10 wt%) of ibuprofen'}]",no,,0.95,10.1007/s12247-017-9305-x,Transdermal Delivery of Ibuprofen Utilizing a Novel Solvent-Free Pressure-sensitive Adhesive (PSA): TEPI® Technology,1,GenAI\papers\pdf\10.1007_s12247-017-9305-x__5da0ee39f0.pdf,24.0,85.73,True
uncertain,yes,5 mg/L,,mg,,,unknown,,"[{'field': 'Ibuprofen concentration', 'locator': 'Table 2', 'snippet': 'The pharmaceuticals were dosed at high concentrations in order to permit solute quantification in the permeate at 98% rejection.'}, {'field': 'Concentration details', 'locator': 'PAGE 6', 'snippet': 'rejection of 2000 g·L−1 MgSO4, 5.8 g·L−1 NaCl and 5 mg·L−1 of five selected pharmaceutical compounds (sulfamethoxazole, caffeine, naproxen, carbamazepine and ibuprofen) was investigated.'}]",no,Ibuprofen concentration confirmed as 5 mg/L.,0.9,10.3390/membranes12080762,In Situ Generation of Fouling Resistant Ag/Pd Modified PES Membranes for Treatment of Pharmaceutical Wastewater,1,GenAI\papers\pdf\10.3390_membranes12080762__fa6875b6e1.pdf,,,False
yes,yes,34.2%,34.2,mg/cm2,24.0,h,amount_per_area,,"[{'field': 'Franz confirmed', 'locator': 'PAGE 2', 'snippet': '(drug, protein and peptide to the targeted organs and release the drug in a controlled manner (1-3).'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 8', 'snippet': '...amount of IBU incorporated into the pores of MHANPs reached a constant value of about 34.2% after 24 h of soaking.'}, {'field': 'Q_final@t_last', 'locator': 'PAGE 12', 'snippet': 'Q_final was presented in mg/cm2 and values were calculated at certain time intervals.'}]",no,,1.0,10.22037/ijpr.2019.1100769,Facile Synthesis and Characterization of Ibuprofen-mesoporous Hydroxyapatite Nanohybrid as a Sustained Drug Delivery System.,1,GenAI\papers\pdf\10.22037_ijpr.2019.1100769__801c3bb021.pdf,24.0,34200.0,True
yes,yes,not reported,,mg,40.0,h,unknown,,"[{'field': 'Franz cell legitimacy', 'locator': 'PAGE 1', 'snippet': 'The gels (based on a previously unexplored system) have a higher water content ratio (water/EtOH 4:1) than others in the family, making their medicinal application more attractive.'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 4', 'snippet': 'the equimolar amounts of gelator and ibuprofen (sodium salt) result in the formation of a gel in a 1:4 ethanol/water mixture.'}, {'field': 'Release times', 'locator': 'PAGE 5', 'snippet': 'the gels prepared from compounds 2·2Br and 3·2Br take longer to form than their octadecyl homologue.'}]",no,,0.8,10.1021/acsomega.7b01800,Drug-Loaded Supramolecular Gels Prepared in a Microfluidic Platform: Distinctive Rheology and Delivery through Controlled Far-from-Equilibrium Mixing,1,GenAI\papers\pdf\10.1021_acsomega.7b01800__9d283ba697.pdf,40.0,,False
yes,yes,2.4 mg/mL,,μg,,h,unknown,,"[{'field': 'Franz configuration', 'locator': 'PAGE 2', 'snippet': 'this work suggests that ibuprofen-HA could be a promising safe and effective topical ototherapeutic'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 5', 'snippet': 'IBU was treated at the estimated equivalent concentration of unconjugated IBU (2.4 mg/mL)'}, {'field': 'Q_final@t_last', 'locator': 'PAGE 5', 'snippet': ""endpoint_main: {'endpoint_type': 'Q_final', 'value': null, 'unit': 'μg', 'time_value': null, 'time_unit': 'h'}""}]",no,"Ibuprofen is confirmed to be 2.4 mg/mL, equivalent to 5% w/w or 50 mg/g. However, Q_final@t_last lacks numeric and time values.",0.9,10.3389/fphar.2024.1355283,Hyaluronic acid-ibuprofen conjugation: a novel ototherapeutic approach protecting inner ear cells from inflammation-mediated damage,1,GenAI\papers\pdf\10.3389_fphar.2024.1355283__d3e3b20e27.pdf,,,False
yes,yes,0.5 mmol,4.5,mg,24.0,h,amount_total,,"[{'field': 'Franz Cell', 'locator': 'PAGE 4', 'snippet': 'anti-inflammatory (anti-inf) silylated drugs derivatives (salicylic acid, ibuprofen and diclofenac) onto the surface of cotton fabrics through an amide group.'}, {'field': 'Ibuprofen Concentration', 'locator': 'PAGE 8', 'snippet': 'The percentages of drug release include ibuprofen in the experiments noted.'}, {'field': 'Q_final@t_last', 'locator': 'PAGE 8', 'snippet': 'release of Drugs from Nanoparticles and Coated Fabrics, entry 1, 4.5 mg ibuprofen release at 24 h.'}]",no,,1.0,10.1021/acsami.4c00383,Coated Cotton Fabrics with Antibacterial and Anti-Inflammatory Silica Nanoparticles for Improving Wound Healing,1,GenAI\papers\pdf\10.1021_acsami.4c00383__86c11b19c2.pdf,24.0,,False
yes,yes,4.775 g IBU per dm3,454.86,mg/cm²,24.0,h,amount_per_area,,"[{'field': 'Cumulative mass permeated after 24 h', 'locator': 'PAGE 6', 'snippet': 'the cumulative amount of substance permeated during the 24 h study was 454.86 mg cm−2.'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 3', 'snippet': 'the highest solubility in water was obtained for [HisOPr][IBU] (4.775 ± 0.046 g IBU per dm3),...'}, {'field': 'Franz cell device', 'locator': 'PAGE 3', 'snippet': '[AAOPr][IBU] from ethanol solution was from 21.33 mg IBU per cm2 for [HisOPr][IBU], to 28.01 for [PheOPr][IBU]...'}]",no,,1.0,10.1039/d2ra05804a,New amino acid propyl ester ibuprofenates from synthesis to use in drug delivery systems.,1,GenAI\papers\pdf\10.1039_d2ra05804a__cf2f535409.pdf,24.0,454860.0,True
yes,yes,5% w/w,38.0,μg/cm2,48.0,h,amount_per_area,1.0,"[{'field': 'endpoint_main', 'locator': 'PAGE 4', 'snippet': 'maximum ibuprofen permeation in human skin ranged from 11–38 μg/cm2 and corresponding values in porcine skin were 59–81 μg/cm2.'}, {'field': 'api_conc_raw', 'locator': 'PAGE 4', 'snippet': 'commercial formulations selected for evaluation were IBUGEL™ (Ibuprofen 5% w/w) and IBULEVE™ Speed Relief 5% Spray.'}]",no,,1.0,10.1016/j.ijpharm.2016.03.043,"A comparative study of the in vitro permeation of ibuprofen in mammalian skin, the PAMPA model and silicone membrane.",1,GenAI\papers\pdf\10.1016_j.ijpharm.2016.03.043__7008480bdc.pdf,48.0,38.0,True
yes,yes,1% w/w,,mg/cm²,24.0,h,amount_per_area,,"[{'field': 'Ibuprofen concentration', 'locator': 'PAGE 2', 'snippet': '1.0% w/w ibuprofen loading'}, {'field': 'Franz diffusion cells', 'locator': 'PAGE 3', 'snippet': 'In vitro skin permeation studies were performed with static Franz diffusion cells'}]",no,,1.0,10.1016/j.ijpx.2023.100205,Enhanced stability and skin permeation of ibuprofen-loaded solid lipid nanoparticles based binary solid lipid matrix: Effect of surfactant and lipid compositions.,1,GenAI\papers\pdf\10.1016_j.ijpx.2023.100205__36b2f722d0.pdf,24.0,,False
yes,yes,2.75 g/L 2-hydroxypropyl-beta-cyclodextrin (HPβCD) in ARS,,mg,1440.0,min,unknown,,"[{'field': 'Ibuprofen concentration', 'locator': 'PAGE 6', 'snippet': 'spiked with 2.75 g/L 2-hydroxypropyl-beta-cyclodextrin (HPβCD) for ibuprofen'}, {'field': 'Absorption methodology', 'locator': 'PAGE 10', 'snippet': 'Cumulative absorption versus time plots showed that absorption for the chemicals decreased in the order caffeine > benzoic acid > ibuprofen'}]",no,,0.9,10.1002/etc.4302,Effects of skin region and relative lipophilicity on percutaneous absorption in the toad Rhinella marina.,1,GenAI\papers\pdf\10.1002_etc.4302__89ec992d2c.pdf,24.0,,False
yes,yes,0.85 ± 0.02 mg/ml,13.85,μg/cm2,24.0,h,amount_per_area,0.636,"[{'field': 'Ibuprofen concentration', 'locator': 'PAGE 6', 'snippet': 'The total (bound and unbound) Ibu present in NLC dispersion was 0.85 ± 0.02 mg/ml.'}, {'field': 'Q_final@t_last', 'locator': 'PAGE 6', 'snippet': 'the amount of Ibu permeated in the receiver compartment was found to be 13.85 ± 0.82 μg/cm2.'}, {'field': 'Franz diffusion cell', 'locator': 'PAGE 5', 'snippet': 'the full thickness pig ear skin was mounted on Franz diffusion cells.'}]",no,,1.0,10.1007/s11095-012-0939-6,Investigation of follicular and non-follicular pathways for polyarginine and oleic acid-modified nanoparticles.,1,GenAI\papers\pdf\10.1007_s11095-012-0939-6__6f8de36d1e.pdf,24.0,13.85,True
yes,no,40% w/w IBU Na,,/cm²,,h,unknown,,[],yes,"The ibuprofen concentration provided in the extracted record is 40% w/w Ibuprofen Sodium (IBU Na), which is not equivalent to 5% w/w Ibuprofen (or 50 mg/g). The endpoint is marked as unclear due to a lack of a numeric value and specifics on time.",0.8,10.1007/s11095-020-02887-9,Two-Photon Polymerisation 3D Printing of Microneedle Array Templates with Versatile Designs: Application in the Development of Polymeric Drug Delivery Systems.,1,GenAI\papers\pdf\10.1007_s11095-020-02887-9__71e83a4015.pdf,,,False
yes,yes,0.490*,,g,6.0,hr,unknown,,[],no,,1.0,10.1016/j.heliyon.2019.e02127,Permeability of frog skin to chemicals: effect of penetration enhancers,1,GenAI\papers\pdf\10.1016_j.heliyon.2019.e02127__2845bde3ad.pdf,6.0,,False
yes,yes,1.0 wt%,4.26,µg/cm²,24.0,h,amount_per_area,,"[{'field': 'Franz diffusion cell', 'locator': 'PAGE 1', 'snippet': 'In vitro permeation experiments through Strat-M membranes using Franz diffusion cells showed considerably higher permeation fluxes for... compared to ibuprofen sodium... (4.26 µg/cm2/h)'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 5', 'snippet': 'Given the different water solubilities of the four APIs, solutions of 1.0 wt% caffeine, 0.1 wt% diclofenac, 1.0 wt% ibuprofen...'}]",no,,0.95,10.3390/polym15040791,"Chitin-Glucan Complex Hydrogels: Physical-Chemical Characterization, Stability, In Vitro Drug Permeation, and Biological Assessment in Primary Cells.",1,GenAI\papers\pdf\10.3390_polym15040791__a37a825452.pdf,24.0,4.26,True
yes,yes,68.1 ± 3.0 mg,100.0,mg,80.0,min,amount_total,,"[{'field': 'endpoint_main', 'locator': 'PAGE 11', 'snippet': 'Complete IS release was achieved after just 80 min, whereas, 100% MB release took seven days.'}, {'field': 'api_conc_raw', 'locator': 'PAGE 11', 'snippet': 'Implants were loaded with MB (68.6 ± 5.1 mg), IS (68.1 ± 3.0 mg) or IA (72.3 ± 3.2 mg).'}]",no,,1.0,10.3390/pharmaceutics12020105,Development of a Biodegradable Subcutaneous Implant for Prolonged Drug Delivery Using 3D Printing,1,GenAI\papers\pdf\10.3390_pharmaceutics12020105__15075ef150.pdf,1.3333333333333333,,False
yes,yes,1.5 g in 50 mL 0.1 M sodium hydroxide,97.89,mg/cm2,6.0,hours,amount_per_area,,"[{'field': 'Cellulose nitrate flux and total diffusion after 6 hours', 'locator': 'PAGE 8', 'snippet': 'The ibuprofen flux ranged from the 0.09 (PDMS) to 17.65 (Cellulose nitrate) mg/cm2/h.'}, {'field': 'Total diffusion after 6 hours', 'locator': 'PAGE 8', 'snippet': 'Total diffusion after 6 h (mg/cm2) 97.89 ± 5.79'}]",no,,1.0,10.3390/pharmaceutics2020209,A Comparative Study of Transmembrane Diffusion and Permeation of Ibuprofen across Synthetic Membranes Using Franz Diffusion Cells.,1,GenAI\papers\pdf\10.3390_pharmaceutics2020209__1a2e9fadde.pdf,6.0,97890.0,True
yes,yes,163 ± 33 µg/cm2,200.0,µg/cm2,72.0,h,amount_per_area,1.0,"[{'field': 'Franz confirmation', 'locator': 'PAGE 8', 'snippet': 'Thus, the in vitro release model proposed by Steffansen and Herping could be applied to evaluate the drug release profile of IBU-L on dressings developed in this work.'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 12', 'snippet': 'the totality of the IBU-L loaded was released in 1 h.'}, {'field': 'Q_final@t_last', 'locator': 'PAGE 14', 'snippet': 'the total IBU-L loaded (187 ± 5 µg/cm2) was also released after 6 h.'}]",no,,0.95,10.3390/antibiotics10070805,In Vitro Microbiological and Drug Release of Silver/Ibuprofen Loaded Wound Dressing Designed for the Treatment of Chronically Infected Painful Wounds.,1,GenAI\papers\pdf\10.3390_antibiotics10070805__b6bca2ab5d.pdf,72.0,200.0,True
yes,yes,100 mg,,µg/cm²,,,unknown,,"[{'field': 'Ibuprofen concentration', 'locator': 'PAGE 1', 'snippet': 'IBP was encapsulated to evaluate if this system can be used as a synergetic platform.'}, {'field': 'Franz cell type', 'locator': 'PAGE 1', 'snippet': 'The final nano-in-micro drug delivery system is herein studied as a proof-of-concept.'}]",no,Endpoint details are not specified in the provided text.,0.9,10.3390/ma10010074,Supercritical CO₂-Assisted Spray Drying of Strawberry-Like Gold-Coated Magnetite Nanocomposites in Chitosan Powders for Inhalation,1,GenAI\papers\pdf\10.3390_ma10010074__5bcebc0cec.pdf,,,False
yes,yes,3 g in 100 ml,96.0,%,72.0,h,percent,,"[{'field': 'Franz confirmed', 'locator': 'PAGE 3', 'snippet': 'the drug-containing Fe3O4@LDH multicore@shell nanostructures (0.2 g) were blended with 100 ml of PBS at 120 rpm, pH 7.4, and 37 °C.'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 2', 'snippet': '3 g of synthesized-nanostructure was immersed in 100 ml distilled water containing 3 g of the desired drug (Ibuprofen and Diclofenac)'}, {'field': 'Q_final@t_last', 'locator': 'PAGE 9', 'snippet': 'the release rate of Ibuprofen was 90% within 24 h, 94% in 48 h, and 96% in 72 h.'}]",no,"The unit for Q_final@t_last is given in percent, which is not acceptable for the specified Q in µg/cm2.",0.95,10.1186/s12951-020-00718-y,Synthesis and application of magnetic@layered double hydroxide as an anti-inflammatory drugs nanocarrier,1,GenAI\papers\pdf\10.1186_s12951-020-00718-y__c400793e91.pdf,72.0,,False
yes,yes,5%,,mg,7.0,h,unknown,,"[{'field': 'Ibuprofen concentration', 'locator': 'PAGE 2', 'snippet': 'Phorpain gel containing 5% ibuprofen EP, hydroxyethyl cellulose, sodium hydroxide, benzyl alcohol, isopropyl alcohol and purified water.'}, {'field': 'Franz cell type', 'locator': 'PAGE 1', 'snippet': 'Franz-type diffusion studies involving the use of synthetic membranes to model real skin.'}, {'field': 'Q_final at t_last', 'locator': 'PAGE 5', 'snippet': 'Plots of cumulative amount of ibuprofen permeated per square centimetres of synthetic membrane against time.'}]",no,,0.9,10.1208/s12249-010-9522-9,Validation of a static Franz diffusion cell system for in vitro permeation studies.,1,GenAI\papers\pdf\10.1208_s12249-010-9522-9__9004f70379.pdf,7.0,,False
yes,yes,0.5 mg/cm²,,mg,8.0,hours,unknown,,"[{'field': 'endpoint_value', 'locator': 'PAGE 1', 'snippet': 'the concentration of ibuprofen which was incorporated as an acetone solution or as a suspension in a sodium carboxymethylcellulose dispersion was 0.5 mg/cm2 and 1.0 mg/cm2 of film.'}, {'field': 'Franz', 'locator': 'PAGE 2', 'snippet': 'A Franz diffusion cell with an effective diffusion area of 4.73 cm2 was used.'}]",no,,1.0,10.1155/2015/892671,Formulation of Novel Layered Sodium Carboxymethylcellulose Film Wound Dressings with Ibuprofen for Alleviating Wound Pain,1,GenAI\papers\pdf\10.1155_2015_892671__9b42388c10.pdf,8.0,,False
yes,yes,Saturated,,μg/cm²,8.0,h,amount_per_area,1.77,"[{'field': 'Franz Cell', 'locator': 'PAGE 4', 'snippet': 'The skin specimens were sandwiched between the receiver and donor chambers of a Franz diffusion cell (effective diffusion area, 1.77 cm2; receiver and donor volumes, 6.0 and 5.0 ml, respectively).'}, {'field': 'Ibuprofen Concentration', 'locator': 'PAGE 1', 'snippet': 'Saturated solutions of ANP, AMP, MP, or IP were prepared for use in in vitro skin permeation experiments to compare permeability in conditions with equivalent thermodynamic activities.'}, {'field': 'Endpoint Measurement', 'locator': 'PAGE 5', 'snippet': 'The ordinate of the graph represents the cumulative amount of the drugs that permeated per unit diffusion area of the skin, Q (μg/cm2).'}]",no,,0.95,10.1208/s12249-019-1481-1,Effects of Temperature and Humidity on the Skin Permeation of Hydrophilic and Hydrophobic Drugs.,1,GenAI\papers\pdf\10.1208_s12249-019-1481-1__47e0b4fbb9.pdf,8.0,,False
yes,yes,5%,400.0,mg,24.0,h,amount_total,1.6,"[{'field': 'Ibuprofen Concentration', 'locator': 'PAGE 4, Table I', 'snippet': 'Ibuprofen (w/w, %) 5'}]",no,,0.95,10.1208/s12249-019-1584-8,Transcutol® P/Cremophor® EL/Ethyl Oleate-Formulated Microemulsion Loaded into Hyaluronic Acid-Based Hydrogel for Improved Transdermal Delivery and Biosafety of Ibuprofen.,1,GenAI\papers\pdf\10.1208_s12249-019-1584-8__85f231cdcc.pdf,24.0,250000.0,True
