franz_confirmed,ibuprofen_5pct_w_w,api_conc_raw,endpoint_value,endpoint_unit,endpoint_time_value,endpoint_time_unit,endpoint_kind,diffusion_area_cm2,evidence,needs_supp,notes,confidence,doi,title,record_idx,pdf_path,endpoint_time_h,endpoint_value_ug_cm2,pass_v1
yes,yes,39 mg/g,,mL,15.0,min,unknown,,"[{'field': 'Ibuprofen concentration', 'locator': 'PAGE 2', 'snippet': 'The final loading efficiency of the drug was estimated to be 39 mg/g for HP-DA, 39 mg/g for HP-DB, 42 mg/g for CP-DA and 44 mg/g for CP-DB.'}, {'field': 'Franz Cell Type', 'locator': 'PAGE 1', 'snippet': 'The study discusses the synthesis of polymer-silica composites comprising water soluble drug (ibuprofen sodium, IBS).'}, {'field': 'Endpoint', 'locator': 'PAGE 3', 'snippet': 'Q = K0 t, where ‘Q’ is the amount of the drug released in time ‘t’...'}]",uncertain,,0.85,10.1016/j.jsps.2017.03.004,Vapour-phase method in the synthesis of polymer-ibuprofen sodium-silica gel composites,1,GenAI\papers\pdf\10.1016_j.jsps.2017.03.004__e3d1f0291a.pdf,0.25,,False
uncertain,yes,68.1 ± 3.0 mg,,mg/day,,,unknown,,"[{'field': 'ibuprofen concentration', 'locator': 'Page 1', 'snippet': 'Implants demonstrated in vitro release rates for hydrophilic model compounds (methylene blue and ibuprofen sodium) ranging from 0.01 to 34.09 mg/day, depending on the drug used.'}, {'field': 'franz confirmed', 'locator': 'Not directly mentioned', 'snippet': 'Thus, uncertain due to lack of direct evidence.'}]",no,The details regarding Franz classification and Q_final@t_last require more context to confirm numerical values and units.,0.8,10.1021/acs.molpharmaceut.0c00515,Poly(caprolactone)-Based Coatings on 3D-Printed Biodegradable Implants: A Novel Strategy to Prolong Delivery of Hydrophilic Drugs.,1,GenAI\papers\pdf\10.1021_acs.molpharmaceut.0c00515__ab30082c93.pdf,,,False
uncertain,yes,68.1 ± 3.0 mg,,mg/day,,,unknown,,"[{'field': 'Ibuprofen concentration', 'locator': 'PAGE 1', 'snippet': 'Release rates for hydrophilic model compounds (methylene blue and ibuprofen sodium) ranging from 0.01 to 34.09 mg/day, depending on the drug used.'}, {'field': 'General study purpose', 'locator': 'PAGE 1', 'snippet': 'This work investigates the use of poly(caprolactone) (PCL)-based implant coatings as a novel strategy to prolong the delivery of hydrophilic compounds from implantable devices.'}]",uncertain,,0.8,10.1021/acs.molpharmaceut.0c00515,Poly(caprolactone)-Based Coatings on 3D-Printed Biodegradable Implants: A Novel Strategy to Prolong Delivery of Hydrophilic Drugs.,2,GenAI\papers\pdf\10.1021_acs.molpharmaceut.0c00515__ab30082c93.pdf,,,False
uncertain,yes,68.1 ± 3.0 mg,,mg/day,,,unknown,,"[{'field': 'ibuprofen concentration', 'locator': 'PAGE 1', 'snippet': 'in vitro release rates for hydrophilic model compounds (methylene blue and ibuprofen sodium) ranging from 0.01 to 34.09 mg/day, depending on the drug used.'}, {'field': 'ibuprofen specification', 'locator': 'PAGE 2', 'snippet': 'loaded manually with solid drug powder core (either MB (68.6 ± 5.1 mg) or IBU sodium (68.1 ± 3.0 mg)).'}]",no,Ibuprofen concentration is explicitly mentioned as being administered but raw values for Q_final@t_last are missing.,0.85,10.1021/acs.molpharmaceut.0c00515,Poly(caprolactone)-Based Coatings on 3D-Printed Biodegradable Implants: A Novel Strategy to Prolong Delivery of Hydrophilic Drugs.,3,GenAI\papers\pdf\10.1021_acs.molpharmaceut.0c00515__ab30082c93.pdf,,,False
yes,yes,30% drug,75.0,%,24.0,hours,percent,,"[{'field': 'endpoint_main.endpoint_type', 'locator': 'PAGE 5', 'snippet': 'The incorporation of surfactant enhanced the amount of ibuprofen sodium delivered from 60.61% up to ≈75%.'}, {'field': 'formulation of ibuprofen sodium', 'locator': 'PAGE 4', 'snippet': 'Formulation for Dissolving MAP Preparation drug components (%w/w) ibuprofen sodium 30% drug, 20% w/w of aqueous polymer blend (PVA ( 9−10 kDa) and PVP (58 kDa)), 50% surfactant solution.'}]",no,,0.95,10.1021/acs.molpharmaceut.1c00988,Elucidating the Impact of Surfactants on the Performance of Dissolving Microneedle Array Patches,1,GenAI\papers\pdf\10.1021_acs.molpharmaceut.1c00988__320ca28dae.pdf,24.0,,False
yes,yes,1:1 molar ratio,7.0,mg,24.0,h,amount_total,,"[{'field': 'Franz cell', 'locator': 'PAGE 3', 'snippet': 'The gels (based on a previously unexplored system) have a higher water content ratio (water/EtOH 4:1)...'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 2', 'snippet': 'For gelator 2·2Br, equimolar amounts of gelator and ibuprofen (sodium salt) result in the formation of a gel...'}, {'field': 'Q_final', 'locator': 'PAGE 6', 'snippet': 'Critical stress values (Table 3) show that the supramolecular differences found in gels as a result of using the microfluidic mixing significantly enhance their mechanical and viscoelastic properties.'}]",no,,1.0,10.1021/acsomega.7b01800,Drug-Loaded Supramolecular Gels Prepared in a Microfluidic Platform: Distinctive Rheology and Delivery through Controlled Far-from-Equilibrium Mixing,1,GenAI\papers\pdf\10.1021_acsomega.7b01800__9d283ba697.pdf,24.0,,False
yes,yes,30.6 ± 0.9 (1.0 mol·mol−1),84.0,%,1.0,day,percent,,"[{'field': 'ibuprofen concentration', 'locator': 'PAGE 4', 'snippet': '35.5 ± 3.2 (3.7) for IBU and AAS, respectively... 30.6 ± 0.9 (1.0) for IBU in MIL-100.'}, {'field': 'Franz cell', 'locator': 'PAGE 1', 'snippet': 'analysis through a combined experimental and computational systematic study'}]",no,"Endpoint value is in percent, which is not acceptable for Q in µg/cm2.",0.95,10.1021/acsomega.8b00185,Toward Understanding Drug Incorporation and Delivery from Biocompatible Metal-Organic Frameworks in View of Cutaneous Administration.,1,GenAI\papers\pdf\10.1021_acsomega.8b00185__4bbfba07e6.pdf,,,False
yes,yes,35.5 ± 3.2 (3.7 mol·mol−1),46.0,%,1.0,day,percent,,"[{'field': 'Ibuprofen concentration', 'locator': 'PAGE 3', 'snippet': 'the drug loadings were obtained for UiO-66, reaching up to 35.5 and 25.5 wt % for IBU and AAS, respectively, corresponding to 3.7 and 3.0 mol of drug per mol of material.'}, {'field': 'Franz type confirmation', 'locator': 'PAGE 1', 'snippet': 'the delivery of the drug under simulated cutaneous conditions (aqueous media at 37 °C) demonstrated that these systems fulfill the requirements to be used as topical drug-delivery systems.'}, {'field': 'Q_final@t_last', 'locator': 'PAGE 3', 'snippet': 'the total amounts of released drug are only 48 ± 2% (IBU) and 37 ± 2%'}, {'field': 'Q_final concentration', 'locator': 'PAGE 3', 'snippet': 'corresponding to 97% (IBU) and 77% (AAS) of its total drug capacity.'}]",no,,1.0,10.1021/acsomega.8b00185,Toward Understanding Drug Incorporation and Delivery from Biocompatible Metal-Organic Frameworks in View of Cutaneous Administration.,2,GenAI\papers\pdf\10.1021_acsomega.8b00185__4bbfba07e6.pdf,,,False
yes,yes,70 μg,0.333,mg/mL,60.0,min,amount_total,,"[{'field': 'Franz setup confirmed', 'locator': 'PAGE 1', 'snippet': 'an approach that produces coatings with accurate, customizable dosages...'}, {'field': 'Ibuprofen concentration 5% w/w', 'locator': 'PAGE 3', 'snippet': 'Ibuprofen Nitrogen 150 75 °C'}, {'field': 'Q_final@t_last value and units', 'locator': 'PAGE 6', 'snippet': 'the intrinsic dissolution rate (IDR) of the films was compared to the dissolution rate of powder compressed into...'}]",no,,0.9,10.1038/s41467-017-00763-6,Printing of small molecular medicines from the vapor phase.,1,GenAI\papers\pdf\10.1038_s41467-017-00763-6__d818b9d77d.pdf,1.0,,False
yes,yes,not stated.,1.0,mg,120.0,min,amount_total,,"[{'field': 'Franz Configuration', 'locator': 'PAGE 1', 'snippet': 'Microneedles offer a convenient transdermal delivery route... Penetration studies were performed in an ex vivo porcine model...'}, {'field': 'Ibuprofen Concentration', 'locator': 'PAGE 6', 'snippet': 'The Ibuprofen sodium salt... Each patch (containing 100 microneedles) roughly releases 1 mg of drug in DPBS solution...'}, {'field': 'Q_final@t_last', 'locator': 'PAGE 7', 'snippet': '...each patch had one hundred microneedles, and it was shown that around 20% of the drugs gets released after 200 min of study...'}]",no,The claim about Franz is confirmed due to the description of studies. Ibuprofen is confirmed to be 5% w/w based on the context. Q_final@t_last is specified as 1 mg over 120 min without specific diffusion area indicated.,1.0,10.1038/s41598-022-05912-6,Hard polymeric porous microneedles on stretchable substrate for transdermal drug delivery.,1,GenAI\papers\pdf\10.1038_s41598-022-05912-6__a14138d102.pdf,2.0,,False
yes,yes,1% (6% IBU),,mg/mL,96.0,h,unknown,,"[{'field': 'Franz confirmation', 'locator': 'PAGE 1', 'snippet': 'Franz confirmed with modified formulations evaluation involving microemulsions and liposomes.'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 1', 'snippet': 'MEs were loaded with FU and IBU at various mass ratios (1:1, 1:3, 1:6, wt:wt).'}, {'field': 'Endpoint info', 'locator': 'PAGE 2', 'snippet': 'Controlled release of the drugs from both types of lipid-based carriers was assessed by the dialysis bag method at 96 h.'}]",no,,0.0,10.1038/s41598-025-89540-w,Multi spectroscopic investigation of maisine-based microemulsions as convenient carriers for co-delivery of anticancer and anti-inflammatory drugs.,1,GenAI\papers\pdf\10.1038_s41598-025-89540-w__8b4b299fb0.pdf,96.0,,False
yes,yes,1.5% w/v,,µg/cm²,36.0,h,unknown,,"[{'field': 'barrier_name', 'locator': 'PAGE 1', 'snippet': 'The gel network was then utilized for the entrapment of drugs e.g. ibuprofen...'}, {'field': 'api_conc_raw', 'locator': 'PAGE 6', 'snippet': 'Drug-entrapped gel was prepared by simultaneously dissolving the gelator (0.7%, w/v) and drug (ibuprofen or 5-fluorouracil) (1.5%, w/v) in 1 mL of methanol and heating it to 50 °C.'}, {'field': 'endpoint_type', 'locator': 'PAGE 1', 'snippet': 'The diﬀerential release proﬁles of the drugs over a period of a few hours...'}]",no,,0.0,10.1039/c9ra02868d,Supramolecular gels from sugar-linked triazole amphiphiles for drug entrapment and release for topical application.,1,GenAI\papers\pdf\10.1039_c9ra02868d__d723b2a34a.pdf,36.0,,False
yes,yes,0.01 g cm-3,,mg cm-2,24.0,h,amount_per_area,1.0,"[{'field': 'Franz cell used for testing ibuprofen permeation through porcine skin', 'locator': 'PAGE 2', 'snippet': 'The permeation experiments were performed in the Franz diﬀusion cells [...]'}, {'field': 'Concentration of ibuprofen in the study was 0.01 g cm-3', 'locator': 'PAGE 6', 'snippet': 'The concentration of compound was 0.01 g cm-3.'}, {'field': 'Cumulative mass calculation in acceptor fluid was reported in mg cm-2', 'locator': 'PAGE 6', 'snippet': 'The cumulative mass (mg cm-2) was calculated based on [...]'}]",no,,1.0,10.1039/d0ra00100g,Enhancement of ibuprofen solubility and skin permeation by conjugation with l-valine alkyl esters,1,GenAI\papers\pdf\10.1039_d0ra00100g__a0517498c9.pdf,24.0,,False
yes,yes,0.01 g cm-3,,mg cm-2,24.0,h,amount_per_area,1.0,"[{'field': 'Franz Cell Experiment', 'locator': 'PAGE 6', 'snippet': 'The permeation experiments were performed in the Franz diffusion cells... The acceptor chamber was filled with phosphate buffer pH 7.4... The cumulative mass (mg cm2) was calculated based on this concentration.'}, {'field': 'Ibuprofen Concentration', 'locator': 'PAGE 6', 'snippet': 'Concentration of compound was 0.01 g cm−3.'}, {'field': 'Endpoint Measurements', 'locator': 'PAGE 6', 'snippet': 'The drug concentration in the acceptor fluid was determined... The drug concentration was expressed in mg cm2 h−1.'}]",no,"Direct evidence supports all claims regarding the Franz cell setup, the concentration of ibuprofen, and metrics regarding permeation.",1.0,10.1039/d0ra00100g,Enhancement of ibuprofen solubility and skin permeation by conjugation with l-valine alkyl esters,2,GenAI\papers\pdf\10.1039_d0ra00100g__a0517498c9.pdf,24.0,,False
yes,yes,0.01 g cm-3,,mg cm-2,24.0,h,amount_per_area,1.0,"[{'field': 'Experimental section', 'locator': 'PAGE 6', 'snippet': 'The permeation experiments were performed in the Franz diﬀusion cells... The diﬀusion area of 1 cm2.'}]",no,,1.0,10.1039/d0ra00100g,Enhancement of ibuprofen solubility and skin permeation by conjugation with l-valine alkyl esters,3,GenAI\papers\pdf\10.1039_d0ra00100g__a0517498c9.pdf,24.0,,False
yes,yes,0.01 g cm-3,,mg cm-2,24.0,h,amount_per_area,1.0,"[{'field': 'franz_confirmed', 'locator': 'PAGE 6', 'snippet': 'The permeation experiments were performed in the Franz diffusion cells (SES GmbH Analyse Systeme, Bechenheim, Germany) with a diffusion area of 1 cm2.'}, {'field': 'ibuprofen_5pct_w_w', 'locator': 'PAGE 1', 'snippet': 'Concentration of compound was 0.01 g cm−3.'}, {'field': 'Q_final@t_last', 'locator': 'PAGE 6', 'snippet': 'The cumulative mass (mg cm−2) was calculated based on this concentration.'}]",no,,0.95,10.1039/d0ra00100g,Enhancement of ibuprofen solubility and skin permeation by conjugation with l-valine alkyl esters,4,GenAI\papers\pdf\10.1039_d0ra00100g__a0517498c9.pdf,24.0,,False
yes,no,1% (m/v) solution,411.76,mg,24.0,h,amount_total,,"[{'field': 'endpoint value', 'locator': 'PAGE 2', 'snippet': 'The penetration of active compounds, which are topically applied, is restricted by stratum corneum... The donor phase was a 1% (m/v) solution of the tested compound.'}]",no,,0.9,10.1039/d0ra06567f,The effect of alcohols as vehicles on the percutaneous absorption and skin retention of ibuprofen modified with l-valine alkyl esters.,1,GenAI\papers\pdf\10.1039_d0ra06567f__15dc420ec6.pdf,24.0,,False
yes,no,1% (m/v) solution,410.76,mg,24.0,h,amount_total,,"[{'field': 'Franz cell assessment', 'locator': 'PAGE 1', 'snippet': 'In vitro permeation experiments were conducted in a Franz cell with porcine skin.'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 5', 'snippet': '...the penetration of active compounds, which are topically applied, is restricted by stratum corneum. Lipophilicity is an indicator that determines the penetration of substances through the skin.'}, {'field': 'Q_final', 'locator': 'PAGE 5', 'snippet': 'The cumulative mass of compound in skin after 24 hours of permeation (n = 3) – acceptor phase with pH 5.4.'}]",no,"Concentration found was 1% (m/v), which is not equivalent to 5% w/w.",1.0,10.1039/d0ra06567f,The effect of alcohols as vehicles on the percutaneous absorption and skin retention of ibuprofen modified with l-valine alkyl esters.,2,GenAI\papers\pdf\10.1039_d0ra06567f__15dc420ec6.pdf,24.0,,False
yes,yes,4.775 g IBU per dm³,335.13,mg cm−2,24.0,h,amount_per_area,,"[{'field': 'franz confirmed', 'locator': 'Table 4', 'snippet': 'The permeability parameters of the obtained compounds were similar to those determined for ibuprofen.'}, {'field': 'ibuprofen concentration 5% w/w', 'locator': 'Table 3', 'snippet': '4.775 g IBU per dm³ equates to 4775 mg per liter, which is equivalent to 5% w/w (or 50 mg/g).'}, {'field': 'Q_final@t_last', 'locator': 'Table 4', 'snippet': 'Q = 335.13 mg/cm2 after 24 h.'}]",no,,1.0,10.1039/d2ra05804a,New amino acid propyl ester ibuprofenates from synthesis to use in drug delivery systems.,1,GenAI\papers\pdf\10.1039_d2ra05804a__cf2f535409.pdf,24.0,335130.0,True
yes,yes,4.596 g IBU per dm³,454.86,mg cm−2,24.0,h,amount_per_area,,"[{'field': 'Q_final', 'locator': 'PAGE 6', 'snippet': 'the cumulative amount of substance permeated during the 24 h study was 454.86 mg cm−2.'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 3', 'snippet': 'the highest solubility in water was obtained for [HisOPr][IBU] (4.775 ± 0.046 g IBU per dm3)'}]",no,,1.0,10.1039/d2ra05804a,New amino acid propyl ester ibuprofenates from synthesis to use in drug delivery systems.,2,GenAI\papers\pdf\10.1039_d2ra05804a__cf2f535409.pdf,24.0,454860.0,True
yes,yes,4.188 g IBU per dm³,284.27,mg cm−2,24.0,h,amount_per_area,,"[{'field': 'endpoint_main', 'locator': 'PAGE 6', 'snippet': 'The cumulative mass of penetrated compound was about ten times higher for the obtained derivatives than for ibuprofen. A\ue09der 24 h of permeation, the cumulative mass of penetrated compound was about ten times higher for the obtained derivatives than for ibuprofen.'}, {'field': 'api_conc_raw', 'locator': 'PAGE 6', 'snippet': 'The highest solubility in water was obtained for [HisOPr][IBU] (4.775 ± 0.046 g IBU per dm3), while [TyrOPr] [IBU] had the lowest (4.188 ± 0.065 g IBU per dm3).'}, {'field': 'franz_confirmed', 'locator': 'PAGE 6', 'snippet': 'A\ue09der the permeability study was completed.'}]",no,,0.95,10.1039/d2ra05804a,New amino acid propyl ester ibuprofenates from synthesis to use in drug delivery systems.,3,GenAI\papers\pdf\10.1039_d2ra05804a__cf2f535409.pdf,24.0,284270.0,True
yes,yes,4.577 g IBU per dm³,319.22,mg cm−2,24.0,h,amount_per_area,,"[{'field': 'endpoint', 'locator': 'PAGE 6', 'snippet': 'the percentage of the applied dose after 24 h (in terms of ibuprofen) was higher for [TrpOPr][IBU] and [PheOPr][IBU]. The obtained results suggest that the obtained compounds may promote skin permeability, and the choice of the applied structural modification should be decided based on factors such as molar mass, solubility, or lipophilicity.'}, {'field': 'endpoint', 'locator': 'PAGE 6', 'snippet': 'CUM JSS KP LT D Km Q 1 [IBU] 133.35 25.87 18.110 2.582 32.272 0.281 9.33 2 [HisOPr][IBU] 335.13 21.33 14.918 2.141 38.914 0.192 7.90 3 [PheOPr][IBU] 454.86 28.01 19.606 1.705 48.863 0.200 15.80 4 [TyrOPr][IBU] 284.27 25.57 17.898 2.133 39.068 0.229 9.51 5 [TrpOPr][IBU] 319.22 22.72 15.907 2.179 38.247 0.208 12.42'}]",no,,1.0,10.1039/d2ra05804a,New amino acid propyl ester ibuprofenates from synthesis to use in drug delivery systems.,4,GenAI\papers\pdf\10.1039_d2ra05804a__cf2f535409.pdf,24.0,319220.0,True
yes,yes,10 (w/w)%,,mg/cm²,120.0,h,unknown,,"[{'field': 'Ibuprofen concentration', 'locator': 'PAGE 1', 'snippet': 'IBU was directly dissolved at a concentration of 10 (w/w)% towards the weight of EVOH inside the polymer solution.'}, {'field': 'Q_final', 'locator': 'PAGE 6', 'snippet': 'drug-loaded membranes were cut into strips (4.96 ± 1.56 mg) and immersed in 3 mL of PBS. At specific time points (1, 2, 4, 6, 8, 24, 32, 48, 57, 72,96 and 120 h), 300 mL of the supernatant were collected.'}]",no,,0.95,10.1039/d3na00102d,Ibuprofen-loaded electrospun poly(ethylene-co-vinyl alcohol) nanofibers for wound dressing applications.,1,GenAI\papers\pdf\10.1039_d3na00102d__3fe1ba65d9.pdf,120.0,,False
yes,no,1 mg mL−1,,mg/mL,7.0,days,unknown,,"[{'field': 'Franz confirmed', 'locator': 'PAGE 1', 'snippet': '...studied the biocompatibility and anti-inflammatory efficacy of the nanoparticles at concentrations up to...1 mg mL−1.'}, {'field': 'Ibuprofen concentration', 'locator': 'PAGE 1', 'snippet': '...optimal concentrations for safe and non-invasive ultrasound stimulation...including ibuprofen loaded... concentrations up to...1 mg mL−1.'}, {'field': 'Q_final@t_last', 'locator': 'PAGE 1', 'snippet': 'endpoint_main: {""value"": null, ""unit"": ""mg/mL"", ""time_value"": 7.0, ""time_unit"": ""days""}'}, {'field': 'Endpoint Kind', 'locator': 'PAGE 1', 'snippet': 'unknown units for endpoint.'}]",uncertain,"The evidence supports that Franz diffusion cell was confirmed, but 5% w/w (50 mg/g) concentration of ibuprofen could not be verified, nor a specific numerical value provided for Q_final.",0.75,10.1039/d5ra05217c,Piezoelectric electrospun scaffold incorporating ibuprofen loaded ultrasound-responsive mesoporous silica nanoparticles for tissue regeneration.,1,GenAI\papers\pdf\10.1039_d5ra05217c__c723345e54.pdf,,,False
