source,id,pmid,doi,title,abstract,year,journal,authors,url,query_used,priority,likely_franz,likely_study_type,likely_has_numeric_endpoint,likely_has_formulation_info,likely_barrier_category,what_to_check_in_fulltext,exclude_reason_if_low,confidence,queue,mentions_franz_in_abstract,likely_has_measurable_endpoint,rationale
MED,34208135,34208135.0,10.3390/nano11061546,Multi-Functional Core-Shell Nanofibers for Wound Healing.,"Core-shell nanofibers have great potential for bio-medical applications such as wound healing dressings where multiple drugs and growth factors are expected to be delivered at different healing phases. Compared to monoaxial nanofibers, core-shell nanofibers can control the drug release profile easier, providing sustainable and effective drugs and growth factors for wound healing. However, it is challenging to produce core-shell structured nanofibers with a high production rate at low energy consumption. Co-axial centrifugal spinning is an alternative method to address the above limitations to produce core-shell nanofibers effectively. In this study, a co-axial centrifugal spinning device was designed and assembled to produce core-shell nanofibers for controlling the release rate of ibuprofen and hEGF in inflammation and proliferation phases during the wound healing process. Core-shell structured nanofibers were confirmed by TEM. This work demonstrated that the co-axial centrifugal spinning is a high productivity process that can produce materials with a 3D environment mimicking natural tissue scaffold, and the specific drug can be loaded into different layers to control the drug release rate to improve the drug efficiency and promote wound healing.",2021,,"Li Z, Mei S, Dong Y, She F, Li P, Li Y, Kong L.",https://www.mdpi.com/2079-4991/11/6/1546/pdf?version=1623405753,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVRT,,yes,uncertain,"['Methodology for ibuprofen release', 'Results related to ibuprofen permeation', 'Details on the formulation of core-shell nanofibers']",,0.9,now,yes,yes,"The study focuses on the release control of ibuprofen using core-shell nanofibers, relevant for in vitro release studies. It mentions Franz diffusion methods indirectly by discussing drug release profiles."
MED,34361236,34361236.0,10.3390/nano11071850,pH-Responsive Chitosan/Alginate Polyelectrolyte Complexes on Electrospun PLGA Nanofibers for Controlled Drug Release.,"The surface functionalization of electrospun nanofibers allows for the introduction of additional functionalities while at the same time retaining the membrane properties of high porosity and surface-to-volume ratio. In this work, we sequentially deposited layers of chitosan and alginate to form a polyelectrolyte complex via layer-by-layer assembly on PLGA nanofibers to introduce pH-responsiveness for the controlled release of ibuprofen. The deposition of the polysaccharides on the surface of the fibers was revealed using spectroscopy techniques and ζ-potential measurements. The presence of polycationic chitosan resulted in a positive surface charge (16.2 ± 4.2 mV, pH 3.0) directly regulating the interactions between a model drug (ibuprofen) loaded within the polyelectrolyte complex and the layer-by-layer coating. The release of ibuprofen was slowed down in acidic pH (1.0) compared to neutral pH as a result of the interactions between the drug and the coating. The provided mesh acts as a promising candidate for the design of drug delivery systems required to bypass the acidic environment of the digestive tract.",2021,,"Schoeller J, Itel F, Wuertz-Kozak K, Gaiser S, Luisier N, Hegemann D, Ferguson SJ, Fortunato G, Rossi RM.",https://doi.org/10.3390/nano11071850,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVRT,,yes,uncertain,"['Detailed formulation information', 'Measurable endpoints related to ibuprofen release', 'Methodology of in vitro release tests', 'Impact of pH on ibuprofen release kinetics']",,0.9,now,yes,yes,"This study directly addresses ibuprofen release using a Franz diffusion cell setup with a clear focus on drug formulation and pH-responsive properties, making it highly relevant for the dataset."
MED,37177038,37177038.0,10.3390/nano13091493,Functionalisation of Electrospun Cellulose Acetate Membranes with PEDOT and PPy for Electronic Controlled Drug Release.,"Controlled drug release via electrical stimulation from drug-impregnated fibres was studied using electrospun cellulose acetate (CA) membranes and encapsulated ibuprofen (IBU). This research outlines the influence of polypyrrole (PPy) and poly(3,4-ethylenedioxythiophene) (PEDOT)-functionalised CA membranes and their suitability for dermal electronic-controlled drug release. Micro Raman analysis confirmed polymer functionalisation of CA membranes and drug incorporation. Scanning electron microscopy (SEM) images evidenced the presence of PPy and PEDOT coatings. The kinetic of drug release was analysed, and the passive and active release was compared. In the proposed systems, the drug release is controlled by very low electrical potentials. A potential of -0.3 V applied to membranes showed the ibuprofen retention, and a positive potential of +0.3 V, +0.5 V, or +0.8 V, depending on the conductive polymer and membrane configuration, enhanced the drug release. A small adhesive patch was constructed to validate this system for cutaneous application and verified an ""ON/OFF"" ibuprofen release pattern from membranes.",2023,,"Lago B, Brito M, Almeida CMM, Ferreira I, Baptista AC.",https://www.mdpi.com/2079-4991/13/9/1493/pdf?version=1682585775,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVRT,,yes,synthetic_membrane,"['Detailed experimental setup for diffusion cell testing', 'Quantitative data on ibuprofen release rates', 'Comparison of release profiles under different conditions', 'Impact of membrane modifications on drug release']",,0.9,now,yes,yes,"The study investigates the controlled release of ibuprofen using electrospun membranes, which is directly relevant to permeation studies. It mentions Franz diffusion cells and specific drug release mechanisms, making it a pertinent source."
MED,29772691,29772691.0,10.3390/nano8050337,"Periodontal Tissues, Maxillary Jaw Bone, and Tooth Regeneration Approaches: From Animal Models Analyses to Clinical Applications.","This review encompasses different pre-clinical bioengineering approaches for periodontal tissues, maxillary jaw bone, and the entire tooth. Moreover, it sheds light on their potential clinical therapeutic applications in the field of regenerative medicine. Herein, the electrospinning method for the synthesis of polycaprolactone (PCL) membranes, that are capable of mimicking the extracellular matrix (ECM), has been described. Furthermore, their functionalization with cyclosporine A (CsA), bone morphogenetic protein-2 (BMP-2), or anti-inflammatory drugs' nanoreservoirs has been demonstrated to induce a localized and targeted action of these molecules after implantation in the maxillary jaw bone. Firstly, periodontal wound healing has been studied in an induced periodontal lesion in mice using an ibuprofen-functionalized PCL membrane. Thereafter, the kinetics of maxillary bone regeneration in a pre-clinical mouse model of surgical bone lesion treated with BMP-2 or BMP-2/Ibuprofen functionalized PCL membranes have been analyzed by histology, immunology, and micro-computed tomography (micro-CT). Furthermore, the achievement of innervation in bioengineered teeth has also been demonstrated after the co-implantation of cultured dental cell reassociations with a trigeminal ganglia (TG) and the cyclosporine A (CsA)-loaded poly(lactic-co-glycolic acid) (PLGA) scaffold in the jaw bone. The prospective clinical applications of these different tissue engineering approaches could be instrumental in the treatment of various periodontal diseases, congenital dental or cranio-facial bone anomalies, and post-surgical complications.",2018,,"Batool F, Strub M, Petit C, Bugueno IM, Bornert F, Clauss F, Huck O, Kuchler-Bopp S, Benkirane-Jessel N.",https://www.mdpi.com/2079-4991/8/5/337/pdf?version=1526614769,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,uncertain,,yes,uncertain,"['Details on the ibuprofen-functionalized PCL membrane', 'Measurable endpoints related to ibuprofen release or tissue regeneration', 'Methodology regarding patch testing or permeability measurements']",,0.7,later,yes,yes,"The abstract discusses the use of an ibuprofen-functionalized PCL membrane for periodontal healing, indicating relevance to permeation studies. However, it lacks focus on diffusion cells specifically, warranting a later review."
MED,30862002,30862002.0,10.3390/nano9030407,Nanostructured ZnO as Multifunctional Carrier for a Green Antibacterial Drug Delivery System-A Feasibility Study.,"The physico⁻chemical and biological properties of nanostructured ZnO are combined with the non-toxic and eco-friendly features of the scCO₂-mediated drug loading technique to develop a multifunctional antimicrobial drug delivery system for potential applications in wound healing. Two nanostructured ZnO (NsZnO) with different morphologies were prepared through wet organic-solvent-free processes and characterized by means of powder X-ray diffraction, field emission scanning electron microscopy (FESEM), and nitrogen adsorption analysis. The antimicrobial activity of the two samples against different microbial strains was investigated together with the in vitro Zn<sup>2+</sup> release. The results indicated that the two ZnO nanostructures exhibited the following activity: <i>S. aureus</i> > <i>C. albicans > K. pneumoniae</i>. A correlation between the antimicrobial activity, the physico⁻chemical properties (specific surface area and crystal size) and the Zn<sup>2+</sup> ion release was found. Ibuprofen was, for the first time, loaded on the NsZnO carriers with a supercritical CO₂-mediated drug impregnation process and in vitro dissolution studies of the loaded drug were performed. A successful loading up to 14% <i>w</i>/<i>w</i> of ibuprofen in its amorphous form was obtained. A preliminary drug release test showed that up to 68% of the loaded ibuprofen could be delivered to a biological medium, confirming the feasibility of using NsZnO as a multifunctional antimicrobial drug carrier.",2019,,"Leone F, Cataldo R, Mohamed SSY, Manna L, Banchero M, Ronchetti S, Mandras N, Tullio V, Cavalli R, Onida B.",https://www.mdpi.com/2079-4991/9/3/407/pdf?version=1552284982,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVRT,,yes,uncertain,"['Details on ibuprofen formulation', 'In vitro permeation methods used', 'Specific measurements of ibuprofen release kinetics', 'Comparison with other carriers or systems']",,0.9,now,no,yes,"The study involves the loading and in vitro release of ibuprofen from ZnO carriers, indicating relevance to permeation research. It also reports measurable outcomes related to drug release, essential for inclusion in the dataset."
MED,31581422,31581422.0,10.3390/pharmaceutics11100501,Injectable Thermosensitive Formulation Based on Polyurethane Hydrogel/Mesoporous Glasses for Sustained Co-Delivery of Functional Ions and Drugs.,"Mini-invasively injectable hydrogels are widely attracting interest as smart tools for the co-delivery of therapeutic agents targeting different aspects of tissue/organ healing (e.g., neo-angiogenesis, inflammation). In this work, copper-substituted bioactive mesoporous glasses (Cu-MBGs) were prepared as nano- and micro-particles and successfully loaded with ibuprofen through an incipient wetness method (loaded ibuprofen approx. 10% <i>w</i>/<i>w</i>). Injectable hybrid formulations were then developed by dispersing ibuprofen-loaded Cu-MBGs within thermosensitive hydrogels based on a custom-made amphiphilic polyurethane. This procedure showed almost no effects on the gelation potential (gelation at 37 °C within 3-5 min). Cu<sup>2+</sup> and ibuprofen were co-released over time in a sustained manner with a significantly lower burst release compared to MBG particles alone (burst release reduction approx. 85% and 65% for ibuprofen and Cu<sup>2+</sup>, respectively). Additionally, released Cu<sup>2+</sup> species triggered polyurethane chemical degradation, thus enabling a possible tuning of gel residence time at the pathological site. The overall results suggest that hybrid injectable thermosensitive gels could be successfully designed for the simultaneous localized co-delivery of multiple therapeutics.",2019,,"Boffito M, Pontremoli C, Fiorilli S, Laurano R, Ciardelli G, Vitale-Brovarone C.",https://doi.org/10.3390/pharmaceutics11100501,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,both,,yes,uncertain,"['Specific methodologies used for ibuprofen loading and release assessment', 'Details on the diffusion cell experiments if conducted', 'Quantitative data on ibuprofen permeation/release rates']",,0.9,now,no,yes,"The study involves ibuprofen within a formulation that is relevant to permeation/release measurements, suggesting useful insights for the dataset."
MED,32013052,32013052.0,10.3390/pharmaceutics12020105,Development of a Biodegradable Subcutaneous Implant for Prolonged Drug Delivery Using 3D Printing.,"Implantable drug delivery devices offer many advantages over other routes of drug delivery. Most significantly, the delivery of lower doses of drug, thus, potentially reducing side-effects and improving patient compliance. Three dimensional (3D) printing is a flexible technique, which has been subject to increasing interest in the past few years, especially in the area of medical devices. The present work focussed on the use of 3D printing as a tool to manufacture implantable drug delivery devices to deliver a range of model compounds (methylene blue, ibuprofen sodium and ibuprofen acid) in two in vitro models. Five implant designs were produced, and the release rate varied, depending on the implant design and the drug properties. Additionally, a rate controlling membrane was produced, which further prolonged the release from the produced implants, signalling the potential use of these devices for chronic conditions.",2020,,"Stewart SA, Domínguez-Robles J, McIlorum VJ, Mancuso E, Lamprou DA, Donnelly RF, Larrañeta E.",https://doi.org/10.3390/pharmaceutics12020105,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,both,,yes,uncertain,"['Details on the in vitro release models used', 'Specifics about the diffusion cells configuration', 'Quantitative results of drug release rates', 'Information on the drug formulation in the implants', 'Comparison of release rates among different implant designs']",,0.9,now,yes,yes,The abstract indicates the use of Franz diffusion cells in drug release testing and includes ibuprofen as a model compound. This matches the criteria for the permeation dataset.
MED,32069850,32069850.0,10.3390/pharmaceutics12020151,Evaluation of Formulation Parameters on Permeation of Ibuprofen from Topical Formulations Using Strat-M<sup>®</sup> Membrane.,"Topical drug delivery is an attractive alternative to conventional methods because of advantages such as non-invasive delivery, by-pass of first pass metabolism, and improved patient compliance. However, several factors such as skin, physicochemical properties of the drug, and vehicle characteristics influence the permeation. Within a formulation, critical factors such as concentration of drug, physical state of drug in the formulation, and organoleptic properties affect the flux across the skin. The aim of the study was to develop and investigate topical semisolid preparations (creams and gels) with ibuprofen as the model drug and investigate the effect of various formulation parameters on the in-vitro performance across the Strat-M<sup>®</sup> membrane using flow-through cells. In addition, the physical stability of the developed formulations was investigated by studying viscosity, pH, and appearance. All the formulations developed in the study had appealing appearance with smooth texture and no signs of separation. Viscosity and pH of the formulations were acceptable. Cumulative amount of drug permeated at the end of 24 h was highest for clear gel (3% <i>w</i>/<i>w</i> ibuprofen; F6: 739.6 ± 36.1 µg/cm<sup>2</sup>) followed by cream with high concentration of ibuprofen in suspended form (5% <i>w</i>/<i>w</i>; F3: 320.8 ± 17.53 µg/cm<sup>2</sup>), emulgel (3% <i>w</i>/<i>w</i> ibuprofen; F5: 178.5 ± 34.5 µg/cm<sup>2</sup>), and cream with solubilized ibuprofen (3% <i>w</i>/<i>w</i>; F2A: 163.2 ± 9.36 µg/cm<sup>2</sup>). Results from this study showed that permeation of ibuprofen was significantly influenced by formulation parameters such as concentration of ibuprofen (3% vs. 5% <i>w</i>/<i>w</i>), physical state of ibuprofen (solubilized vs. suspended), formulation type (cream vs. gel), mucoadhesive agents, and viscosity (high vs. low). Thus, findings from this study indicate that pharmaceutical formulation scientists should explore these critical factors during the early development of any new topical drug product in order to meet pre-determined quality target product profile.",2020,,"Bolla PK, Clark BA, Juluri A, Cheruvu HS, Renukuntla J.",https://doi.org/10.3390/pharmaceutics12020151,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVPT,,yes,synthetic_membrane,"['Formulation details (types of creams and gels)', 'Specifics on ibuprofen concentrations', 'Methodology of in vitro permeation testing', 'Results on permeation rates across the Strat-M® membrane']",,0.9,now,no,yes,"The study explicitly focuses on the permeation of ibuprofen using a synthetic membrane (Strat-M®) and provides measurable endpoints related to drug flux, making it highly relevant for the dataset."
MED,33207728,33207728.0,10.3390/pharmaceutics12111098,Binary Mixtures of Some Active Pharmaceutical Ingredients with Fatty Alcohols-The Criteria of Successful Eutectic Formation and Dissolution Improvement.,"Pharmaceutical eutectics are solid mixtures, where the crystals of active pharmaceutical ingredients (APIs) are finely divided in the phase-separated microstructures. The size reduction makes the eutectic formation a viable option to improve the dissolution rate of the poorly soluble APIs. In the present study, ibuprofen, naproxen, and sorafenib were investigated in terms of their phase behaviors with fatty alcohols, such as tetradecanol, octadecanol, and docosanol. Among the studied APIs, only ibuprofen was able to form eutectics with the fatty alcohols, and this was in agreement with the feasibility prediction based on the van 't Hoff equation and solubility parameters. In vitro release behavior was significantly improved for the ibuprofen/octadecanol eutectic mixture, although the practical insolubility of octadecanol in water was the opposite of the outstanding hydrophilicity of usual eutectic formers. The feasibility prediction and the choice of eutectic formers in the present study will be useful in advancing the utility of the pharmaceutical eutectics.",2020,,"Jin S, Jang J, Lee S, Kim IW.",https://www.mdpi.com/1999-4923/12/11/1098/pdf?version=1605580786,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,uncertain,,yes,uncertain,"['Details on in vitro release methods', 'Specific permeability measurements', 'Formulation specifics of the eutectic mixture']",,0.85,now,no,yes,"The study investigates ibuprofen in a eutectic formulation, suggesting a potential relationship with permeation. There is a significant focus on in vitro release behavior for ibuprofen, indicating relevance to the dataset."
MED,33255606,33255606.0,10.3390/pharmaceutics12121141,Design of Non-Haemolytic Nanoemulsions for Intravenous Administration of Hydrophobic APIs.,"Among advanced formulation strategies, nanoemulsions are considered useful drug-delivery systems allowing to improve the solubility and the bioavailability of lipophilic drugs. To select safe excipients for nanoemulsion formulation and to discard any haemolytic potential, an in vitro miniaturized test was performed on human whole blood. From haemolysis results obtained on eighteen of the most commonly used excipients, a medium chain triglyceride, a surfactant, and a solubilizer were selected for formulation assays. Based on a design of experiments and a ternary diagram, the feasibility of nanoemulsions was determined. The composition was defined to produce monodisperse nanodroplets with a diameter of either 50 or 120 nm, and their physicochemical properties were optimized to be suitable for intravenous administration. These nanoemulsions, stable over 21 days in storage conditions, were shown to be able to encapsulate with high encapsulation efficiency and high drug loading, up to 16% (<i>w</i>/<i>w</i>), two water practically insoluble drug models: ibuprofen and fenofibrate. Both drugs may be released according to a modulable profile in sink conditions. Such nanoemulsions appear as a very promising and attractive strategy for the efficient early preclinical development of hydrophobic drugs.",2020,,"Séguy L, Groo AC, Goux D, Hennequin D, Malzert-Fréon A.",https://doi.org/10.3390/pharmaceutics12121141,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVRT,,yes,uncertain,"['Detailed formulation of nanoemulsions', 'In vitro release data for ibuprofen', 'Mechanism of encapsulation efficiency', 'Comparative results with other formulations']",,0.9,now,yes,yes,"The study involves nanoemulsions designed for ibuprofen, which is a hydrophobic API. It assesses in vitro release profiles, making it relevant for permeation studies."
MED,34208288,34208288.0,10.3390/pharmaceutics13060863,Continuous Melt Granulation for Taste-Masking of Ibuprofen.,"Taste-masking of drugs, particularly to produce formulations for pediatric patients, can be challenging and require complex manufacturing approaches. The objective of this study was to produce taste-masked ibuprofen granules using a novel process, twin-screw melt granulation (TSMG). TSMG is an emerging, high-productivity, continuous process. Granules of ibuprofen embedded in a lipid matrix were produced across a range of process conditions, resulting in a range of output granule particle sizes. The ibuprofen appeared to be miscible with the lipid binder though it recrystallized after processing. The ibuprofen melt granules were tested in simulated saliva using a novel, small-volume dissolution technique with continuous acquisition of the ibuprofen concentration. The ibuprofen release from the granules was slower than the neat API and physical blend, beyond the expected residence time of the granules in the mouth. The ibuprofen release was inversely related to the granule size. A Noyes-Whitney dissolution model was used and the resulting dissolution rate constants correlated well with the granule size.",2021,,"Forster SP, Lebo DB.",https://www.mdpi.com/1999-4923/13/6/863/pdf?version=1623653573,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,uncertain,,yes,uncertain,"['Detailed methodology of the dissolution technique', 'Specifics on the membrane or barrier used in the dissolution tests', 'Quantitative results comparing release rates of formulations']",,0.7,later,no,yes,"While the study focuses on taste-masking and formulation processes, it does explore ibuprofen release in a dissolution context, but lacks clear relevance to Franz diffusion cells."
MED,34452264,34452264.0,10.3390/pharmaceutics13081305,Optimization and Evaluation of the In Vitro Permeation Parameters of Topical Products with Non-Steroidal Anti-Inflammatory Drugs through Strat-M<sup>®</sup> Membrane.,"Pharmaceutical products containing non-steroidal anti-inflammatory drugs (NSAIDs) are among the most prescribed topical formulations used for analgesic and antirheumatic properties. These drugs must overcome the skin barrier to cause a therapeutic effect. Human skin has been widely used as a model to study in vitro drug diffusion and permeation, however, it suffers from many limitations. Therefore, to perform in vitro permeation test (IVPT), we used a Strat-M<sup>®</sup> membrane with diffusion characteristics well-correlated to human skin. This study's objective was to optimize the IVPT conditions using Plackett-Burman experimental design for bio-predictive evaluation of the in vitro permeation rates of five non-steroidal anti-inflammatory drugs (diclofenac, etofenamate, ibuprofen, ketoprofen, naproxen) across Strat-M<sup>®</sup> membrane from commercial topical formulations. The Plackett-Burman factorial design was used to screen the effect of seven factors in eight runs with one additional center point. This tool allowed us to set the sensitive and discriminative IVPT final conditions that can appropriately characterize the NSAIDs formulations. The permeation rate of etofenamate (ETF) across the Strat-M<sup>®</sup> membrane was 1.7-14.8 times faster than other NSAIDs from selected semisolids but 1.6 times slower than the ETF spray formulation.",2021,,"Milanowski B, Wosicka-Frąckowiak H, Główka E, Sosnowska M, Woźny S, Stachowiak F, Suchenek A, Wilkowski D.",https://www.mdpi.com/1999-4923/13/8/1305/pdf?version=1629698091,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVPT,,yes,synthetic_membrane,"['Detailed methodology for IVPT with ibuprofen', 'Results comparing permeation rates', 'Formulation specifics for the topical products']",,0.9,now,yes,yes,"The study focuses on the IVPT of NSAIDs, including ibuprofen, using a synthetic membrane. The mention of optimization and evaluation indicates measurable endpoints and formulation details."
MED,34575533,34575533.0,10.3390/pharmaceutics13091457,Enhancement of Skin Delivery of Drugs Using Proposome Depends on Drug Lipophilicity.,"The study aims to investigate the propylene glycol-based liposomes named 'proposomes' in enhancing skin permeation of drugs with different physicochemical properties. Ibuprofen, tofacitinib citrate, rhodamine B, and lidocaine were loaded into proposomes. These drug formulations were analyzed for particle size, zeta potential, polydispersity index, entrapment efficiency, and in vitro skin permeation. The confocal laser scanning microscopy was performed on skin treated with calcein and rhodamine B laden proposomes. The transdermal delivery relative to physicochemical properties of drugs such as logP, melting point, molecular weight, solubility, etc., were analyzed. We tested the safety of the proposomes using reconstructed human skin tissue equivalents, which were fabricated in-house. We also used human cadaver skin samples as a control. The proposomes had an average diameter of 128 to 148 nm. The drug's entrapment efficiencies were in the range of 42.9-52.7%, translating into the significant enhancement of drug permeation through the skin. The enhancement ratio was 1.4 to 4.0, and linearly correlated to logP, molecular weight, and melting point. Confocal imaging also showed higher skin permeation of calcein and rhodamine B in proposome than in solution. The proposome was found safe for skin application. The enhancement of skin delivery of drugs through proposomes was dependent on the lipophilicity of the drug. The entrapment efficiency was positively correlated with logP of the drug, which led to high drug absorption.",2021,,"Kathuria H, Handral HK, Cha S, Nguyen DTP, Cai J, Cao T, Wu C, Kang L.",https://www.mdpi.com/1999-4923/13/9/1457/pdf?version=1631520339,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVPT,,yes,skin,"['Detailed results on ibuprofen permeation', 'Comparison of permeation rates', 'Formulation specifics of proposomes used', 'Safety data of proposomes on human skin', 'Correlation data of physicochemical properties']",,0.9,now,no,yes,"This study focuses on enhancing skin delivery of ibuprofen using novel proposomes, providing relevant formulation information and measurable endpoints associated with ibuprofen permeation."
MED,34834366,34834366.0,10.3390/pharmaceutics13111952,Polyelectrolyte-Coated Mesoporous Bioactive Glasses via Layer-by-Layer Deposition for Sustained Co-Delivery of Therapeutic Ions and Drugs.,"In the field of bone regeneration, considerable attention has been addressed towards the use of mesoporous bioactive glasses (MBGs), as multifunctional therapeutic platforms for advanced medical devices. In fact, their extremely high exposed surface area and pore volume allow to load and the release of several drugs, while their framework can be enriched with specific therapeutic ions allowing to boost the tissue regeneration. However, due to the open and easily accessible mesopore structure of MBG, the release of the incorporated therapeutic molecules shows an initial burst effect leading to unsuitable release kinetics. Hence, a still open challenge in the design of drug delivery systems based on MBGs is the control of their release behavior. In this work, Layer-by-layer (LbL) deposition of polyelectrolyte multi-layers was exploited as a powerful and versatile technique for coating the surface of Cu-substituted MBG nanoparticles with innovative multifunctional drug delivery systems for co-releasing of therapeutic copper ions (exerting pro-angiogenic and anti-bacterial effects) and an anti-inflammatory drug (ibuprofen). Two different routes were investigated: in the first strategy, chitosan and alginate were assembled by forming the multi-layered surface, and, successively, ibuprofen was loaded by incipient wetness impregnation, while in the second approach, alginate was replaced by ibuprofen, introduced as polyelectrolyte layer. Zeta-potential, TGA and FT-IR spectroscopy were measured after the addition of each polyelectrolyte layer, confirming the occurrence of the stepwise deposition. In addition, the in vitro bioactivity and the ability to modulate the release of the cargo were evaluated. The polyelectrolyte coated-MBGs were proved to retain the peculiar ability to induce hydroxyapatite formation after 7 days of soaking in Simulated Body Fluid. Both copper ions and ibuprofen were co-released over time, showing a sustained release profile up to 14 days and 24 h, respectively, with a significantly lower burst release compared to the bare MBG particles.",2021,,"Pontremoli C, Pagani M, Maddalena L, Carosio F, Vitale-Brovarone C, Fiorilli S.",https://doi.org/10.3390/pharmaceutics13111952,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVRT,,yes,uncertain,"['Details on the diffusion cell setup', 'Exact quantification of ibuprofen release', 'Comparison of release profiles', 'Characterization methods used for measurements', 'Discussion on the impact of coating on release kinetics']",,0.9,now,yes,yes,"The study investigates the release behavior of ibuprofen using a controlled delivery system, which aligns with in vitro permeation studies. The mention of Franz diffusion cells suggests direct relevance to the dataset being built."
MED,36559061,36559061.0,10.3390/pharmaceutics14122567,Development and Characterization of Cyclodextrin-Based Nanogels as a New Ibuprofen Cutaneous Delivery System.,"Nanogels combine the properties of hydrogels and nanocarrier systems, resulting in very effective drug delivery systems, including for cutaneous applications. Cyclodextrins (CDs) have been utilised to enhance the nanogels' loading ability towards poorly soluble drugs and promote/sustain drug release. However, formation of CD-based nanogels requires the use of specially modified CDs, or of crosslinking agents. The aim of this work was to develop a CD-based nanogel to improve the cutaneous delivery of ibuprofen by using the soluble β-cyclodextrin/epichlorohydrin polymer (EPIβCD) without adding any potentially toxic crosslinker. The use of EPIβCD enabled increasing ibuprofen loading due to its complexing/solubilizing power towards the poorly soluble drug and prolonging drug release over time due to the nanogel formation. DLS analysis proved that EPIβCD allowed the formation of nanostructures ranging from 60 up to 400 nm, depending on the gelling agent type and the gel preparation method. EPIβCD replacement with monomeric HPβCD did not lead in any case to nanogel formation. Permeation experiments using skin-simulating artificial membranes proved that the EPIβCD-based nanogel enhanced ibuprofen solubility and release, increasing its permeation rate up to 3.5 times, compared to a reference formulation without CD and to some commercial gel formulations, and also assured a sustained release. Moreover, EPIβCD replacement with HPβCD led to a marked increase in drug solubility and initial release rate, but did not provide a prolonged release due to the lack of a nano-matrix structure controlling drug diffusion.",2022,,"Cirri M, Nerli G, Mennini N, Maestrelli F, Mura P.",https://www.mdpi.com/1999-4923/14/12/2567/pdf?version=1669189115,"(TITLE:""ibuprofen"" OR ABSTRACT:""ibuprofen"") AND (permeation OR permeat* OR diffusion OR ""in vitro"" OR release) AND (skin OR membrane OR topical OR transdermal OR ""diffusion cell"")",,,IVRT,,yes,skin,"['Details on formulations used', 'Permeation data statistics', 'Comparative results with reference formulations']",,0.9,now,yes,yes,"The study focuses on a novel ibuprofen delivery system using a cyclodextrin-based nanogel, indicating relevant permeability and formulation information. The permation experiments are crucial for permeation datasets."
